Job 1:1
μέσῳ A1--DSN--- μέσος
τοῦ RA--GSM--- ὁ
λάρυγγος N3G-GSM--- λάρυγξ
αὐτοῦ RD--GSM--- αὐτός

Job 20:14
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
δυνηθῇ VC--APS3S- δύναμαι
βοηθῆσαι VA--AAN--- βοηθέω
ἑαυτῷ RD--DSM--- ἑαυτοῦ
χολὴ N1--NSF--- χολή
ἀσπίδος N3D-GSF--- ἀσπίς
ἐν P--------- ἐν
γαστρὶ N3--DSF--- γαστήρ
αὐτοῦ RD--GSM--- αὐτός

Job 20:15
πλοῦτος N2--NSM--- πλοῦτος
ἀδίκως D--------- ἀδίκως
συναγόμενος V1--PPPNSM ἄγω συν
ἐξεμεσθήσεται VS--FPI3S- ἐμέω ἐκ
ἐξ P--------- ἐκ
οἰκίας N1A-GSF--- οἰκία
αὐτοῦ RD--GSM--- αὐτός
ἐξελκύσει VF--FAI3S- ἕλκω ἐκ
αὐτὸν RD--ASM--- αὐτός
ἄγγελος N2--NSM--- ἄγγελος

Job 20:16
θυμὸν N2--ASM--- θυμός
δὲ X--------- δέ
δρακόντων N3--GPM--- δράκων
θηλάσειεν VA--AAO3S- θηλάζω
ἀνέλοι VB--AAO3S- αἱρέω ἀνα
δὲ X--------- δέ
αὐτὸν RD--ASM--- αὐτός
γλῶσσα N1S-NSF--- γλῶσσα
ὄφεως N3I-GSM--- ὄφις

Job 20:17
μὴ D--------- μή
ἴδοι VB--AAO3S- ὁράω
ἄμελξιν N3I-ASF--- ἄμελξις
νομάδων N3D-GPF--- νομάς
μηδὲ C--------- μηδέ
νομὰς N1--APF--- νομή
μέλιτος N3T-GSN--- μέλι
καὶ C--------- καί
βουτύρου N2N-GSN--- βούτυρον

Job 20:18
εἰς P--------- εἰς
κενὰ A1--APN--- κενός
καὶ C--------- καί
μάταια A1A-APN--- μάταιος
ἐκοπίασεν VAI-AAI3S- κοπιάω
πλοῦτον N2--ASM--- πλοῦτος
ἐξ P--------- ἐκ
οὗ RR--GSM--- ὅς
οὐ D--------- οὐ
γεύσεται VF--FMI3S- γεύω
ὥσπερ D--------- ὥσπερ
στρίφνος N2--NSM--- στρίφνος
ἀμάσητος A1B-NSM--- ἀμάσητος
ἀκατάποτος A1B-NSM--- ἀκατάποτος

Job 20:19
πολλῶν A1--GPM--- πολύς
γὰρ X--------- γάρ
ἀδυνάτων A1B-GPM--- ἀδύνατος
οἴκους N2--APM--- οἶκος
ἔθλασεν VAI-AAI3S- θλάω
δίαιταν N1S-ASF--- δίαιτα
δὲ X--------- δέ
ἥρπασεν VAI-AAI3S- ἁρπάζω
καὶ C--------- καί
οὐκ D--------- οὐ
ἔστησεν VAI-AAI3S- ἵστημι

Job 20:20
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
αὐτοῦ RD--GSM--- αὐτός
σωτηρία N1A-NSF--- σωτηρία
τοῖς RA--DPN--- ὁ
ὑπάρχουσιν V1--PAPDPN ἄρχω ὑπο
ἐν P--------- ἐν
ἐπιθυμίᾳ N1A-DSF--- ἐπιθυμία
αὐτοῦ RD--GSM--- αὐτός
οὐ D--------- οὐ
σωθήσεται VC--FPI3S- σώζω

Job 20:21
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
ὑπόλειμμα N3M-NSN--- ὑπόλειμμα
τοῖς RA--DPN--- ὁ
βρώμασιν N3M-DPN--- βρῶμα
αὐτοῦ RD--GSM--- αὐτός
διὰ P--------- διά
τοῦτο RD--ASN--- οὗτος
οὐκ D--------- οὐ
ἀνθήσει VF--FAI3S- ἀνθέω
αὐτοῦ RD--GSM--- αὐτός
τὰ RA--NPN--- ὁ
ἀγαθά A1--NPN--- ἀγαθός

Job 20:22
ὅταν D--------- ὅταν
δὲ X--------- δέ
δοκῇ V2--PAS3S- δοκέω
ἤδη D--------- ἤδη
πεπληρῶσθαι VM--XPN--- πληρόω
θλιβήσεται VD--FPI3S- θλίβω
πᾶσα A1S-NSF--- πᾶς
δὲ X--------- δέ
ἀνάγκη N1--NSF--- ἀνάγκη
ἐπ' P--------- ἐπί
αὐτὸν RD--ASM--- αὐτός
ἐπελεύσεται VF--FMI3S- ἔρχομαι ἐπι

Job 20:23
εἴ C--------- εἰ
πως D--------- πῶς
πληρώσαι VA--AAN--- πληρόω
γαστέρα N3--ASF--- γαστήρ
αὐτοῦ RD--GSM--- αὐτός
ἐπαποστείλαι VA--AAN--- στέλλω ἐπι ἀπο
ἐπ' P--------- ἐπί
αὐτὸν RD--ASM--- αὐτός
θυμὸν N2--ASM--- θυμός
ὀργῆς N1--GSF--- ὀργή
νίψαι VA--AAO3S- νίπτω
ἐπ' P--------- ἐπί
αὐτὸν RD--ASM--- αὐτός
ὀδύνας N1--APF--- ὀδύνη

Job 20:24
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
σωθῇ VC--APS3S- σώζω
ἐκ P--------- ἐκ
χειρὸς N3--GSF--- χείρ
σιδήρου N2--GSM--- σίδηρος
τρώσαι VA--AAO3S- τιτρώσκω
αὐτὸν RD--ASM--- αὐτός
τόξον N2N-NSN--- τόξον
χάλκειον N2N-NSN--- χαλκεῖον

Job 20:25
διεξέλθοι VB--AAO3S- ἔρχομαι δια ἐκ
δὲ X--------- δέ
διὰ P--------- διά
σώματος N3M-GSN--- σῶμα
αὐτοῦ RD--GSM--- αὐτός
βέλος N3E-ASN--- βέλος
ἀστραπαὶ N1--NPF--- ἀστραπή
δὲ X--------- δέ
ἐν P--------- ἐν
διαίταις N1S-DPF--- δίαιτα
αὐτοῦ RD--GSM--- αὐτός
περιπατήσαισαν VA--AAO3P- πατέω περι
ἐπ' P--------- ἐπί
αὐτῷ RD--DSM--- αὐτός
φόβοι N2--NPM--- φόβος

Job 20:26
πᾶν A3--NSN--- πᾶς
δὲ X--------- δέ
σκότος N3E-NSN--- σκότος
αὐτῷ RD--DSM--- αὐτός
ὑπομείναι VA--AAO3S- μένω ὑπο
κατέδεται VF--FMI3S- ἐσθίω κατα
αὐτὸν RD--ASM--- αὐτός
πῦρ N3--NSN--- πῦρ
ἄκαυστον A1B-NSN--- ἄκαυστος
κακώσαι VA--AAO3S- κακόω
δὲ X--------- δέ
αὐτοῦ RD--GSM--- αὐτός
ἐπήλυτος N2--NSM--- ἐπήλυτος
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος

Job 20:27
ἀνακαλύψαι VA--AAO3S- καλύπτω ἀνα
δὲ X--------- δέ
αὐτοῦ RD--GSM--- αὐτός
ὁ RA--NSM--- ὁ
οὐρανὸς N2--NSM--- οὐρανός
τὰς RA--APF--- ὁ
ἀνομίας N1A-APF--- ἀνομία
γῆ N1--NSF--- γῆ
δὲ X--------- δέ
ἐπανασταίη VH--AAO3S- ἵστημι ἐπι ἀνα
αὐτῷ RD--DSM--- αὐτός

Job 20:28
ἑλκύσαι VA--AAO3S- ἕλκω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
ἀπώλεια N1A-NSF--- ἀπώλεια
εἰς P--------- εἰς
τέλος N3E-ASN--- τέλος
ἡμέρα N1A-NSF--- ἡμέρα
ὀργῆς N1--GSF--- ὀργή
ἐπέλθοι VB--AAO3S- ἔρχομαι ἐπι
αὐτῷ RD--DSM--- αὐτός

Job 20:29
αὕτη RD--NSF--- οὗτος
ἡ RA--NSF--- ὁ
μερὶς N3D-NSF--- μερίς
ἀνθρώπου N2--GSM--- ἄνθρωπος
ἀσεβοῦς A3H-GSM--- ἀσεβής
παρὰ P--------- παρά
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
κτῆμα N3M-NSN--- κτῆμα
ὑπαρχόντων V1--PAPGPM ἄρχω ὑπο
αὐτῷ RD--DSM--- αὐτός
παρὰ P--------- παρά
τοῦ RA--GSM--- ὁ
ἐπισκόπου N2--GSM--- ἐπισκοπός

Job 21:1
ὑπολαβὼν VB--AAPNSM λαμβάνω ὑπο
δὲ X--------- δέ
Ιωβ N---NSM--- Ιωβ
λέγει V1--PAI3S- λέγω

Job 21:2
ἀκούσατε VA--AAD2P- ἀκούω
ἀκούσατέ VA--AAD2P- ἀκούω
μου RP--GS---- ἐγώ
τῶν RA--GPM--- ὁ
λόγων N2--GPM--- λόγος
ἵνα C--------- ἵνα
μὴ D--------- μή
ᾖ V9--PAS3S- εἰμί
μοι RP--DS---- ἐγώ
παρ' P--------- παρά
ὑμῶν RP--GP---- σύ
αὕτη RD--NSF--- οὗτος
ἡ RA--NSF--- ὁ
παράκλησις N3I-NSF--- παράκλησις

Job 21:3
ἄρατέ VA--AAD2P- αἴρω
με RP--AS---- ἐγώ
ἐγὼ RP--NS---- ἐγώ
δὲ X--------- δέ
λαλήσω VF--FAI1S- λαλέω
εἶτ' D--------- εἶτα
οὐ D--------- οὐ
καταγελάσετέ VF--FAI2P- γελάω κατα
μου RP--GS---- ἐγώ

Job 21:4
τί RI--ASN--- τίς
γάρ X--------- γάρ
μὴ D--------- μή
ἀνθρώπου N2--GSM--- ἄνθρωπος
μου RP--GS---- ἐγώ
ἡ RA--NSF--- ὁ
ἔλεγξις N3I-NSF--- ἔλεγξις
ἢ C--------- ἤ
διὰ P--------- διά
τί RI--ASN--- τίς
οὐ D--------- οὐ
θυμωθήσομαι VC--FPI1S- θυμόω

Job 21:5
εἰσβλέψαντες VA--AAPNPM βλέπω εἰς
εἰς P--------- εἰς
ἐμὲ RP--AS---- ἐγώ
θαυμάσατε VA--AAD2P- θαυμάζω
χεῖρα N3--ASF--- χείρ
θέντες VE--AAPNPM τίθημι
ἐπὶ P--------- ἐπί
σιαγόνι N3N-DSF--- σιαγών

Job 21:6
ἐάν C--------- ἐάν
τε X--------- τε
γὰρ X--------- γάρ
μνησθῶ VS--APS1S- μιμνήσκω
ἐσπούδακα VX--XAI1S- σπουδάζω
ἔχουσιν V1--PAI3P- ἔχω
δέ X--------- δέ
μου RP--GS---- ἐγώ
τὰς RA--APF--- ὁ
σάρκας N3K-APF--- σάρξ
ὀδύναι N1--NPF--- ὀδύνη

Job 21:7
διὰ P--------- διά
τί RI--ASN--- τίς
ἀσεβεῖς A3H-NPM--- ἀσεβής
ζῶσιν V3--PAI3P- ζάω
πεπαλαίωνται VM--XMI3P- παλαιόω
δὲ X--------- δέ
καὶ C--------- καί
ἐν P--------- ἐν
πλούτῳ N2--DSM--- πλοῦτος

Job 21:8
ὁ RA--NSM--- ὁ
σπόρος N2--NSM--- σπόρος
αὐτῶν RD--GPM--- αὐτός
κατὰ P--------- κατά
ψυχήν N1--ASF--- ψυχή
τὰ RA--NPN--- ὁ
δὲ X--------- δέ
τέκνα N2N-NPN--- τέκνον
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός

Job 21:9
οἱ RA--NPM--- ὁ
οἶκοι N2--NPM--- οἶκος
αὐτῶν RD--GPM--- αὐτός
εὐθηνοῦσιν V2--PAI3P- εὐθηνέω
φόβος N2--NSM--- φόβος
δὲ X--------- δέ
οὐδαμοῦ D--------- οὐδαμοῦ
μάστιξ N3G-NSF--- μάστιξ
δὲ X--------- δέ
παρὰ P--------- παρά
κυρίου N2--GSM--- κύριος
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
ἐπ' P--------- ἐπί
αὐτοῖς RD--DPM--- αὐτός

Job 21:10
ἡ RA--NSF--- ὁ
βοῦς N3--NSF--- βοῦς
αὐτῶν RD--GPM--- αὐτός
οὐκ D--------- οὐ
ὠμοτόκησεν VAI-AAI3S- ὠμοτοκέω
διεσώθη VCI-API3S- σώζω δια
δὲ X--------- δέ
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
γαστρὶ N3--DSF--- γαστήρ
ἔχουσα V1--PAPNSF ἔχω
καὶ C--------- καί
οὐκ D--------- οὐ
ἔσφαλεν VBI-AAI3S- σφάλλω

Job 21:11
μένουσιν V1--PAI3P- μένω
δὲ X--------- δέ
ὡς C--------- ὡς
πρόβατα N2N-APN--- πρόβατον
αἰώνια A1B-APN--- αἰώνιος
τὰ RA--APN--- ὁ
δὲ X--------- δέ
παιδία N2N-APN--- παιδίον
αὐτῶν RD--GPM--- αὐτός
προσπαίζουσιν V1--PAI3P- παίζω προς

Job 21:12
ἀναλαβόντες VB--AAPNPM λαμβάνω ἀνα
ψαλτήριον N2N-ASN--- ψαλτήριον
καὶ C--------- καί
κιθάραν N1A-ASF--- κιθάρα
καὶ C--------- καί
εὐφραίνονται V1--PPI3P- εὐφραίνω
φωνῇ N1--DSF--- φωνή
ψαλμοῦ N2--GSM--- ψαλμός

Job 21:13
συνετέλεσαν VAI-AAI3P- τελέω συν
δὲ X--------- δέ
ἐν P--------- ἐν
ἀγαθοῖς A1--DPM--- ἀγαθός
τὸν RA--ASM--- ὁ
βίον N2--ASM--- βίος
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
δὲ X--------- δέ
ἀναπαύσει N3I-DSF--- ἀνάπαυσις
ᾅδου N1M-GSM--- ᾅδης
ἐκοιμήθησαν VCI-API3P- κοιμάω

Job 21:14
λέγει V1--PAI3S- λέγω
δὲ X--------- δέ
κυρίῳ N2--DSM--- κύριος
ἀπόστα VH--AAD2S- ἵστημι ἀπο
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ
ὁδούς N2--APF--- ὁδός
σου RP--GS---- σύ
εἰδέναι VX--XAN--- οἶδα
οὐ D--------- οὐ
βούλομαι V1--PMI1S- βούλομαι

Job 21:15
τί RI--NSN--- τίς
ἱκανός A1--NSM--- ἱκανός
ὅτι C--------- ὅτι
δουλεύσομεν VF--FAI1P- δουλεύω
αὐτῷ RD--DSM--- αὐτός
καὶ C--------- καί
τίς RI--NSN--- τίς
ὠφέλεια N1A-NSF--- ὠφέλεια
ὅτι C--------- ὅτι
ἀπαντήσομεν VF--FAI1P- ἀντάω ἀπο
αὐτῷ RD--DSM--- αὐτός

Job 21:16
ἐν P--------- ἐν
χερσὶν N3--DPF--- χείρ
γὰρ X--------- γάρ
ἦν V9--IAI3S- εἰμί
αὐτῶν RD--GPM--- αὐτός
τὰ RA--NPN--- ὁ
ἀγαθά A1--NPN--- ἀγαθός
ἔργα N2N-NPN--- ἔργον
δὲ X--------- δέ
ἀσεβῶν A3H-GPM--- ἀσεβής
οὐκ D--------- οὐ
ἐφορᾷ V3--PAI3S- ὁράω ἐπι

Job 21:17
οὐ D--------- οὐ
μὴν X--------- μήν
δὲ X--------- δέ
ἀλλὰ C--------- ἀλλά
καὶ C--------- καί
ἀσεβῶν A3H-GPM--- ἀσεβής
λύχνος N2--NSM--- λύχνος
σβεσθήσεται VC--FPI3S- σβέννυμι
ἐπελεύσεται VF--FMI3S- ἔρχομαι ἐπι
δὲ X--------- δέ
αὐτοῖς RD--DPM--- αὐτός
ἡ RA--NSF--- ὁ
καταστροφή N1--NSF--- καταστροφή
ὠδῖνες N3--NPF--- ὠδίν
δὲ X--------- δέ
αὐτοὺς RD--APM--- αὐτός
ἕξουσιν VF--FAI3P- ἔχω
ἀπὸ P--------- ἀπό
ὀργῆς N1--GSF--- ὀργή

Job 21:18
ἔσονται VF--FMI3P- εἰμί
δὲ X--------- δέ
ὥσπερ D--------- ὥσπερ
ἄχυρα N2N-APN--- ἄχυρον
πρὸ P--------- πρό
ἀνέμου N2--GSM--- ἄνεμος
ἢ C--------- ἤ
ὥσπερ D--------- ὥσπερ
κονιορτός N2--NSM--- κονιορτός
ὃν RR--ASM--- ὅς
ὑφείλατο VB--AMI3S- αἱρέω ὑπο
λαῖλαψ N3P-NSF--- λαῖλαψ

Job 21:19
ἐκλίποι VB--AAO3S- λείπω ἐκ
υἱοὺς N2--APM--- υἱός
τὰ RA--NPN--- ὁ
ὑπάρχοντα V1--PAPNPN ἄρχω ὑπο
αὐτοῦ RD--GSM--- αὐτός
ἀνταποδώσει VF--FAI3S- δίδωμι ἀντι ἀπο
πρὸς P--------- πρός
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
γνώσεται VF--FMI3S- γιγνώσκω

Job 21:20
ἴδοισαν VB--AAO3P- ὁράω
οἱ RA--NPM--- ὁ
ὀφθαλμοὶ N2--NPM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός
τὴν RA--ASF--- ὁ
ἑαυτοῦ RD--GSM--- ἑαυτοῦ
σφαγήν N1--ASF--- σφαγή
ἀπὸ P--------- ἀπό
δὲ X--------- δέ
κυρίου N2--GSM--- κύριος
μὴ D--------- μή
διασωθείη VC--APO3S- σώζω δια

Job 21:21
ὅτι C--------- ὅτι
τί RI--NSN--- τίς
θέλημα N3M-NSN--- θέλημα
αὐτοῦ RD--GSM--- αὐτός
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
μετ' P--------- μετά
αὐτόν RD--ASM--- αὐτός
καὶ C--------- καί
ἀριθμοὶ N2--NPM--- ἀριθμός
μηνῶν N3--GPM--- μήν
αὐτοῦ RD--GSM--- αὐτός
διῃρέθησαν VCI-API3P- αἱρέω δια

Job 21:22
πότερον D--------- πότερον
οὐχὶ D--------- οὐ
ὁ RA--NSM--- ὁ
κύριός N2--NSM--- κύριος
ἐστιν V9--PAI3S- εἰμί
ὁ RA--NSM--- ὁ
διδάσκων V1--PAPNSM διδάσκω
σύνεσιν N3I-ASF--- σύνεσις
καὶ C--------- καί
ἐπιστήμην N1--ASF--- ἐπιστήμη
αὐτὸς RD--NSM--- αὐτός
δὲ X--------- δέ
φόνους N2--APM--- φόνος
διακρινεῖ VF2-FAI3S- κρίνω δια

Job 21:23
οὗτος RD--NSM--- οὗτος
ἀποθανεῖται VF2-FMI3S- θνήσκω ἀπο
ἐν P--------- ἐν
κράτει N3E-DSN--- κράτος
ἁπλοσύνης N1--GSF--- ἁπλοσύνη
αὐτοῦ RD--GSM--- αὐτός
ὅλος A1--NSM--- ὅλος
δὲ X--------- δέ
εὐπαθῶν V2--PAPNSM εὐπαθέω
καὶ C--------- καί
εὐθηνῶν V2--PAPNSM εὐθηνέω

Job 21:24
τὰ RA--NPN--- ὁ
δὲ X--------- δέ
ἔγκατα N2N-NPN--- ἔγκατα
αὐτοῦ RD--GSM--- αὐτός
πλήρη A3H-NPN--- πλήρης
στέατος N3T-GSN--- στέαρ
μυελὸς N2--NSM--- μυελός
δὲ X--------- δέ
αὐτοῦ RD--GSM--- αὐτός
διαχεῖται V2--PMI3S- χέω δια

Job 21:25
ὁ RA--NSM--- ὁ
δὲ X--------- δέ
τελευτᾷ V3--PAI3S- τελευτάω
ὑπὸ P--------- ὑπό
πικρίας N1A-GSF--- πικρία
ψυχῆς N1--GSF--- ψυχή
οὐ D--------- οὐ
φαγὼν VB--AAPNSM ἐσθίω
οὐδὲν A3--ASN--- οὐδείς
ἀγαθόν A1--ASN--- ἀγαθός

Job 21:26
ὁμοθυμαδὸν D--------- ὁμοθυμαδόν
δὲ X--------- δέ
ἐπὶ P--------- ἐπί
γῆς N1--GSF--- γῆ
κοιμῶνται V3--PMI3P- κοιμάω
σαπρία N1A-NSF--- σαπρία
δὲ X--------- δέ
αὐτοὺς RD--APM--- αὐτός
ἐκάλυψεν VAI-AAI3S- καλύπτω

Job 21:27
ὥστε C--------- ὥστε
οἶδα VX--XAI1S- οἶδα
ὑμᾶς RP--AP---- σύ
ὅτι C--------- ὅτι
τόλμῃ N1S-DSF--- τόλμα
ἐπίκεισθέ V5--PMI2P- κεῖμαι ἐπι
μοι RP--DS---- ἐγώ

Job 21:28
ὅτι C--------- ὅτι
ἐρεῖτε VF2-FAI2P- εἶπον
ποῦ D--------- ποῦ
ἐστιν V9--PAI3S- εἰμί
οἶκος N2--NSM--- οἶκος
ἄρχοντος N3--GSM--- ἄρχων
καὶ C--------- καί
ποῦ D--------- ποῦ
ἐστιν V9--PAI3S- εἰμί
ἡ RA--NSF--- ὁ
σκέπη N1--NSF--- σκέπη
τῶν RA--GPN--- ὁ
σκηνωμάτων N3M-GPN--- σκήνωμα
τῶν RA--GPM--- ὁ
ἀσεβῶν A3H-GPM--- ἀσεβής

Job 21:29
ἐρωτήσατε VA--AAD2P- ἐρωτάω
παραπορευομένους V1--PMPAPM πορεύομαι παρα
ὁδόν N2--ASF--- ὁδός
καὶ C--------- καί
τὰ RA--APN--- ὁ
σημεῖα N2N-APN--- σημεῖον
αὐτῶν RD--GPM--- αὐτός
οὐκ D--------- οὐ
ἀπαλλοτριώσετε VF--FAI2S- ἀλλοτριόω ἀπο

Job 21:30
ὅτι C--------- ὅτι
εἰς P--------- εἰς
ἡμέραν N1A-ASF--- ἡμέρα
ἀπωλείας N1A-GSF--- ἀπώλεια
κουφίζεται V1--PPI3S- κουφίζω
ὁ RA--NSM--- ὁ
πονηρός A1A-NSM--- πονηρός
εἰς P--------- εἰς
ἡμέραν N1A-ASF--- ἡμέρα
ὀργῆς N1--GSF--- ὀργή
αὐτοῦ RD--GSM--- αὐτός
ἀπαχθήσονται VQ--FPI3P- ἄγω ἀπο

Job 21:31
τίς RI--NSM--- τίς
ἀπαγγελεῖ VF2-FAI3S- ἀγγέλλω ἀπο
ἐπὶ P--------- ἐπί
προσώπου N2N-GSN--- πρόσωπον
αὐτοῦ RD--GSM--- αὐτός
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
ἐποίησεν VAI-AAI3S- ποιέω
τίς RI--NSM--- τίς
ἀνταποδώσει VF--FAI3S- δίδωμι ἀντι ἀπο
αὐτῷ RD--DSM--- αὐτός

Job 21:32
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
εἰς P--------- εἰς
τάφους N2--APM--- τάφος
ἀπηνέχθη VQI-API3S- φέρω ἀπο
καὶ C--------- καί
ἐπὶ P--------- ἐπί
σορῷ N2--DSF--- σορός
ἠγρύπνησεν VAI-AAI3S- ἀγρυπνέω

Job 21:33
ἐγλυκάνθησαν VCI-API3P- γλυκαίνω
αὐτῷ RD--DSM--- αὐτός
χάλικες N3K-NPM--- χάλιξ
χειμάρρου N2--GSM--- χειμάρρους
καὶ C--------- καί
ὀπίσω P--------- ὀπίσω
αὐτοῦ RD--GSM--- αὐτός
πᾶς A3--NSM--- πᾶς
ἄνθρωπος N2--NSM--- ἄνθρωπος
ἀπελεύσεται VF--FMI3S- ἔρχομαι ἀπο
καὶ C--------- καί
ἔμπροσθεν P--------- ἔμπροσθεν
αὐτοῦ RD--GSM--- αὐτός
ἀναρίθμητοι A1B-NPM--- ἀναρίθμητος

Job 21:34
πῶς D--------- πῶς
δὲ X--------- δέ
παρακαλεῖτέ V2--PAI2P- καλέω παρα
με RP--AS---- ἐγώ
κενά A1--APN--- κενός
τὸ RA--ASN--- ὁ
δὲ X--------- δέ
ἐμὲ RP--AS---- ἐγώ
καταπαύσασθαι VA--AMN--- παύω κατα
ἀφ' P--------- ἀπό
ὑμῶν RP--GP---- σύ
οὐδέν A3--ASN--- οὐδείς

Job 22:1
ὑπολαβὼν VB--AAPNSM λαμβάνω ὑπο
δὲ X--------- δέ
Ελιφας N---NSM--- Ελιφας
ὁ RA--NSM--- ὁ
Θαιμανίτης N---NSM--- Θαιμανίτης
λέγει V1--PAI3S- λέγω

Job 22:2
πότερον D--------- πότερον
οὐχὶ D--------- οὐ
ὁ RA--NSM--- ὁ
κύριός N2--NSM--- κύριος
ἐστιν V9--PAI3S- εἰμί
ὁ RA--NSM--- ὁ
διδάσκων V1--PAPNSM διδάσκω
σύνεσιν N3I-ASF--- σύνεσις
καὶ C--------- καί
ἐπιστήμην N1--ASF--- ἐπιστήμη

Job 22:3
τί RI--NSN--- τίς
γὰρ X--------- γάρ
μέλει V1--PAI3S- μέλω
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος
ἐὰν C--------- ἐάν
σὺ RP--NS---- σύ
ἦσθα V9--IAI2S- εἰμί
τοῖς RA--DPN--- ὁ
ἔργοις N2N-DPN--- ἔργον
