Num 1:1
εἶπεν VBI-AAI3S- εἶπον
κύριος N2--NSM--- κύριος
πρὸς P--------- πρός
Ααρων N---ASM--- Ἀαρών
λέγων V1--PAPNSM λέγω
σὺ RP--NS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοί N2--NPM--- υἱός
σου RP--GS---- σύ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
πατριᾶς N1A-GSF--- πατριά
σου RP--GS---- σύ
λήμψεσθε VF--FMI2P- λαμβάνω
τὰς RA--APF--- ὁ
ἁμαρτίας N1A-APF--- ἁμαρτία
τῶν RA--GPM--- ὁ
ἁγίων A1A-GPM--- ἅγιος
καὶ C--------- καί
σὺ RP--NS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοί N2--NPM--- υἱός
σου RP--GS---- σύ
λήμψεσθε VF--FMI2P- λαμβάνω
τὰς RA--APF--- ὁ
ἁμαρτίας N1A-APF--- ἁμαρτία
τῆς RA--GSF--- ὁ
ἱερατείας N1A-GSF--- ἱερατεία
ὑμῶν RP--GP---- σύ

Num 18:2
καὶ C--------- καί
τοὺς RA--APM--- ὁ
ἀδελφούς N2--APM--- ἀδελφός
σου RP--GS---- σύ
φυλὴν N1--ASF--- φυλή
Λευι N---GSM--- Λευί
δῆμον N2--ASM--- δῆμος
τοῦ RA--GSM--- ὁ
πατρός N3--GSM--- πατήρ
σου RP--GS---- σύ
προσαγάγου VB--AMD2S- ἄγω προς
πρὸς P--------- πρός
σεαυτόν RD--ASM--- σεαυτοῦ
καὶ C--------- καί
προστεθήτωσάν VC--APD3P- τίθημι προς
σοι RP--DS---- σύ
καὶ C--------- καί
λειτουργείτωσάν V2--PAD3P- λειτουργέω
σοι RP--DS---- σύ
καὶ C--------- καί
σὺ RP--NS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοί N2--NPM--- υἱός
σου RP--GS---- σύ
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
ἀπέναντι P--------- ἀπέναντι
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον

Num 18:3
καὶ C--------- καί
φυλάξονται VF--FMI3P- φυλάσσω
τὰς RA--APF--- ὁ
φυλακάς N1--APF--- φυλακή
σου RP--GS---- σύ
καὶ C--------- καί
τὰς RA--APF--- ὁ
φυλακὰς N1--APF--- φυλακή
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
πλὴν D--------- πλήν
πρὸς P--------- πρός
τὰ RA--APN--- ὁ
σκεύη N3E-APN--- σκεῦος
τὰ RA--APN--- ὁ
ἅγια A1A-APN--- ἅγιος
καὶ C--------- καί
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
θυσιαστήριον N2N-ASN--- θυσιαστήριον
οὐ D--------- οὐ
προσελεύσονται VF--FMI3P- ἔρχομαι προς
καὶ C--------- καί
οὐκ D--------- οὐ
ἀποθανοῦνται VF2-FMI3P- θνήσκω ἀπο
καὶ C--------- καί
οὗτοι RD--NPM--- οὗτος
καὶ C--------- καί
ὑμεῖς RP--NP---- σύ

Num 18:4
καὶ C--------- καί
προστεθήσονται VC--FPI3P- τίθημι προς
πρὸς P--------- πρός
σὲ RP--AS---- σύ
καὶ C--------- καί
φυλάξονται VF--FMI3P- φυλάσσω
τὰς RA--APF--- ὁ
φυλακὰς N1--APF--- φυλακή
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον
κατὰ P--------- κατά
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
λειτουργίας N1A-GSF--- λειτουργία
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἀλλογενὴς A3H-NSM--- ἀλλογενής
οὐ D--------- οὐ
προσελεύσεται VF--FMI3S- ἔρχομαι προς
πρὸς P--------- πρός
σέ RP--AS---- σύ

Num 18:5
καὶ C--------- καί
φυλάξεσθε VF--FMI2P- φυλάσσω
τὰς RA--APF--- ὁ
φυλακὰς N1--APF--- φυλακή
τῶν RA--GPM--- ὁ
ἁγίων A1A-GPM--- ἅγιος
καὶ C--------- καί
τὰς RA--APF--- ὁ
φυλακὰς N1--APF--- φυλακή
τοῦ RA--GSN--- ὁ
θυσιαστηρίου N2N-GSN--- θυσιαστήριον
καὶ C--------- καί
οὐκ D--------- οὐ
ἔσται VF--FMI3S- εἰμί
θυμὸς N2--NSM--- θυμός
ἐν P--------- ἐν
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ

Num 18:6
καὶ C--------- καί
ἐγὼ RP--NS---- ἐγώ
εἴληφα VX--XAI1S- λαμβάνω
τοὺς RA--APM--- ὁ
ἀδελφοὺς N2--APM--- ἀδελφός
ὑμῶν RP--GP---- σύ
τοὺς RA--APM--- ὁ
Λευίτας N1M-APM--- Λευίτης
ἐκ P--------- ἐκ
μέσου A1--GSM--- μέσος
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
δόμα N3M-ASN--- δόμα
δεδομένον VM--XMPASN δίδωμι
κυρίῳ N2--DSM--- κύριος
λειτουργεῖν V2--PAN--- λειτουργέω
τὰς RA--APF--- ὁ
λειτουργίας N1A-APF--- λειτουργία
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον

Num 18:7
καὶ C--------- καί
σὺ RP--NS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοί N2--NPM--- υἱός
σου RP--GS---- σύ
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
διατηρήσετε VF--FAI2P- τηρέω δια
τὴν RA--ASF--- ὁ
ἱερατείαν N1A-ASF--- ἱερατεία
ὑμῶν RP--GP---- σύ
κατὰ P--------- κατά
πάντα A3--ASM--- πᾶς
τρόπον N2--ASM--- τρόπος
τοῦ RA--GSN--- ὁ
θυσιαστηρίου N2N-GSN--- θυσιαστήριον
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἔνδοθεν D--------- ἔνδοθεν
τοῦ RA--GSN--- ὁ
καταπετάσματος N3M-GSN--- καταπέτασμα
καὶ C--------- καί
λειτουργήσετε VF--FAI2P- λειτουργέω
τὰς RA--APF--- ὁ
λειτουργίας N1A-APF--- λειτουργία
δόμα N3M-ASN--- δόμα
τῆς RA--GSF--- ὁ
ἱερατείας N1A-GSF--- ἱερατεία
ὑμῶν RP--GP---- σύ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἀλλογενὴς A3H-NSM--- ἀλλογενής
ὁ RA--NSM--- ὁ
προσπορευόμενος V1--PMPNSM πορεύομαι προς
ἀποθανεῖται VF2-FMI3S- θνήσκω ἀπο

Num 18:8
καὶ C--------- καί
ἐλάλησεν VAI-AAI3S- λαλέω
κύριος N2--NSM--- κύριος
πρὸς P--------- πρός
Ααρων N---ASM--- Ἀαρών
καὶ D--------- καί
ἐγὼ RP--NS---- ἐγώ
ἰδοὺ I--------- ἰδού
δέδωκα VX--XAI1S- δίδωμι
ὑμῖν RP--DP---- σύ
τὴν RA--ASF--- ὁ
διατήρησιν N3I-ASF--- διατήρησις
τῶν RA--GPF--- ὁ
ἀπαρχῶν N1--GPF--- ἀπαρχή
ἀπὸ P--------- ἀπό
πάντων A3--GPM--- πᾶς
τῶν RA--GPM--- ὁ
ἡγιασμένων VT--XPPGPN ἁγιάζω
μοι RP--DS---- ἐγώ
παρὰ P--------- παρά
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
σοὶ RP--DS---- σύ
δέδωκα VX--XAI1S- δίδωμι
αὐτὰ RD--APN--- αὐτός
εἰς P--------- εἰς
γέρας N3--ASN--- γέρας
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
σου RP--GS---- σύ
μετὰ P--------- μετά
σέ RP--AS---- σύ
νόμιμον A1--ASN--- νόμιμος
αἰώνιον A1B-ASN--- αἰώνιος

Num 18:9
καὶ C--------- καί
τοῦτο RD--ASN--- οὗτος
ἔστω V9--PAD3S- εἰμί
ὑμῖν RP--DP---- σύ
ἀπὸ P--------- ἀπό
τῶν RA--GPN--- ὁ
ἡγιασμένων VT--XPPGPN ἁγιάζω
ἁγίων A1A-GPN--- ἅγιος
τῶν RA--GPN--- ὁ
καρπωμάτων N3M-GPN--- κάρπωμα
ἀπὸ P--------- ἀπό
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
δώρων N2N-GPN--- δῶρον
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἀπὸ P--------- ἀπό
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
θυσιασμάτων N3M-GPN--- θυσίασμα
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἀπὸ P--------- ἀπό
πάσης A1S-GSF--- πᾶς
πλημμελείας N1A-GSF--- πλημμέλεια
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἀπὸ P--------- ἀπό
πασῶν A1S-GPF--- πᾶς
τῶν RA--GPF--- ὁ
ἁμαρτιῶν N1A-GPF--- ἁμαρτία
ὅσα A1--APN--- ὅσος
ἀποδιδόασίν V8--PAI3P- δίδωμι ἀπο
μοι RP--DS---- ἐγώ
ἀπὸ P--------- ἀπό
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
ἁγίων A1A-GPN--- ἅγιος
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
σου RP--GS---- σύ

Num 18:10
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
ἁγίῳ A1A-DSN--- ἅγιος
τῶν RA--GPN--- ὁ
ἁγίων A1A-GPN--- ἅγιος
φάγεσθε VF--FMI2P- ἐσθίω
αὐτά RD--APN--- αὐτός
πᾶν A3--NSN--- πᾶς
ἀρσενικὸν A1--NSN--- ἀρσενικός
φάγεται VF--FMI3S- ἐσθίω
αὐτά RD--APN--- αὐτός
σὺ RP--NS---- σύ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
υἱοί N2--NPM--- υἱός
σου RP--GS---- σύ
ἅγια A1A-NPN--- ἅγιος
ἔσται VF--FMI3S- εἰμί
σοι RP--DS---- σύ

Num 18:11
καὶ C--------- καί
τοῦτο RD--NSN--- οὗτος
ἔσται VF--FMI3S- εἰμί
ὑμῖν RP--DP---- σύ
ἀπαρχὴ N1--NSF--- ἀπαρχή
δομάτων N3M-GPN--- δόμα
αὐτῶν RD--GPM--- αὐτός
ἀπὸ P--------- ἀπό
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
ἐπιθεμάτων N3M-GPN--- ἐπίθεμα
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
σοὶ RP--DS---- σύ
δέδωκα VX--XAI1S- δίδωμι
αὐτὰ RD--APN--- αὐτός
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
σου RP--GS---- σύ
καὶ C--------- καί
ταῖς RA--DPF--- ὁ
θυγατράσιν N3--DPF--- θυγάτηρ
σου RP--GS---- σύ
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
νόμιμον A1--ASN--- νόμιμος
αἰώνιον A1B-ASN--- αἰώνιος
πᾶς A3--NSM--- πᾶς
καθαρὸς A1A-NSM--- καθαρός
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οἴκῳ N2--DSM--- οἶκος
σου RP--GS---- σύ
ἔδεται VF--FMI3S- ἐσθίω
αὐτά RD--APN--- αὐτός

Num 18:12
πᾶσα A1S-NSF--- πᾶς
ἀπαρχὴ N1--NSF--- ἀπαρχή
ἐλαίου N2N-GSN--- ἔλαιον
καὶ C--------- καί
πᾶσα A1S-NSF--- πᾶς
ἀπαρχὴ N1--NSF--- ἀπαρχή
οἴνου N2--GSM--- οἶνος
καὶ C--------- καί
σίτου N2--GSM--- σῖτος
ἀπαρχὴ N1--NSF--- ἀπαρχή
αὐτῶν RD--GPM--- αὐτός
ὅσα A1--APN--- ὅσος
ἂν X--------- ἄν
δῶσι VO--AAS3P- δίδωμι
τῷ RA--DSM--- ὁ
κυρίῳ N2--DSM--- κύριος
σοὶ RP--DS---- σύ
δέδωκα VX--XAI1S- δίδωμι
αὐτά RD--APN--- αὐτός

Num 18:13
τὰ RA--NPN--- ὁ
πρωτογενήματα N3M-NPN--- πρωτογένημα
πάντα A3--NPN--- πᾶς
ὅσα A1--NPN--- ὅσος
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
αὐτῶν RD--GPM--- αὐτός
ὅσα A1--APN--- ὅσος
ἂν X--------- ἄν
ἐνέγκωσιν VA--AAS3P- φέρω
κυρίῳ N2--DSM--- κύριος
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί
πᾶς A3--NSM--- πᾶς
καθαρὸς A1A-NSM--- καθαρός
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οἴκῳ N2--DSM--- οἶκος
σου RP--GS---- σύ
ἔδεται VF--FMI3S- ἐσθίω
αὐτά RD--APN--- αὐτός

Num 18:14
πᾶν A3--NSN--- πᾶς
ἀνατεθεματισμένον VT--XMPNSN θεματίζω ἀνα
ἐν P--------- ἐν
υἱοῖς N2--DPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί

Num 18:15
καὶ C--------- καί
πᾶν A3--NSN--- πᾶς
διανοῖγον V1--PAPNSN οἴγω δια ἀνα
μήτραν N1A-ASF--- μήτρα
ἀπὸ P--------- ἀπό
πάσης A1S-GSF--- πᾶς
σαρκός N3K-GSF--- σάρξ
ἃ RR--APN--- ὅς
προσφέρουσιν V1--PAI3P- φέρω προς
κυρίῳ N2--DSM--- κύριος
ἀπὸ P--------- ἀπό
ἀνθρώπου N2--GSM--- ἄνθρωπος
ἕως P--------- ἕως
κτήνους N3E-GSN--- κτῆνος
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί
ἀλλ' C--------- ἀλλά
ἢ C--------- ἤ
λύτροις N2N-DPN--- λύτρον
λυτρωθήσεται VC--FPI3S- λυτρόω
τὰ RA--NPN--- ὁ
πρωτότοκα A1B-NPN--- πρωτότοκος
τῶν RA--GPM--- ὁ
ἀνθρώπων N2--GPM--- ἄνθρωπος
καὶ C--------- καί
τὰ RA--APN--- ὁ
πρωτότοκα A1B-APN--- πρωτότοκος
τῶν RA--GPN--- ὁ
κτηνῶν N3E-GPN--- κτῆνος
τῶν RA--GPN--- ὁ
ἀκαθάρτων A1B-GPN--- ἀκάθαρτος
λυτρώσῃ VF--FMI2S- λυτρόω

Num 18:16
καὶ C--------- καί
ἡ RA--NSF--- ὁ
λύτρωσις N3I-NSF--- λύτρωσις
αὐτοῦ RD--GSM--- αὐτός
ἀπὸ P--------- ἀπό
μηνιαίου A1A-GSM--- μηνιαῖος
ἡ RA--NSF--- ὁ
συντίμησις N3I-NSF--- συντίμησις
πέντε M--------- πέντε
σίκλων N2--GPM--- σίκλος
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
σίκλον N2--ASM--- σίκλος
τὸν RA--ASM--- ὁ
ἅγιον A1A-ASM--- ἅγιος
εἴκοσι M--------- εἴκοσι
ὄβολοί N2--NPM--- ὀβολός
εἰσιν V9--PAI3P- εἰμί

Num 18:17
πλὴν D--------- πλήν
πρωτότοκα A1B-APN--- πρωτότοκος
μόσχων N2--GPM--- μόσχος
καὶ C--------- καί
πρωτότοκα A1B-APN--- πρωτότοκος
προβάτων N2N-GPN--- πρόβατον
καὶ C--------- καί
πρωτότοκα A1B-APN--- πρωτότοκος
αἰγῶν N3G-GPM--- αἴξ
οὐ D--------- οὐ
λυτρώσῃ VF--FMI2S- λυτρόω
ἅγιά A1A-NPN--- ἅγιος
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
τὸ RA--ASN--- ὁ
αἷμα N3M-ASN--- αἷμα
αὐτῶν RD--GPN--- αὐτός
προσχεεῖς VF2-FAI2S- χέω προς
πρὸς P--------- πρός
τὸ RA--ASN--- ὁ
θυσιαστήριον N2N-ASN--- θυσιαστήριον
καὶ C--------- καί
τὸ RA--ASN--- ὁ
στέαρ N3T-ASN--- στέαρ
ἀνοίσεις VF--FAI2S- φέρω ἀνα
κάρπωμα N3M-ASN--- κάρπωμα
εἰς P--------- εἰς
ὀσμὴν N1--ASF--- ὀσμή
εὐωδίας N1A-GSF--- εὐωδία
κυρίῳ N2--DSM--- κύριος

Num 18:18
καὶ C--------- καί
τὰ RA--APN--- ὁ
κρέα N3--APN--- κρέας
ἔσται VF--FMI3S- εἰμί
σοί RP--DS---- σύ
καθὰ D--------- καθά
καὶ C--------- καί
τὸ RA--NSN--- ὁ
στηθύνιον N2N-NSN--- στηθύνιον
τοῦ RA--GSN--- ὁ
ἐπιθέματος N3M-GSN--- ἐπίθεμα
καὶ C--------- καί
κατὰ P--------- κατά
τὸν RA--ASM--- ὁ
βραχίονα N3N-ASM--- βραχίων
τὸν RA--ASM--- ὁ
δεξιὸν A1A-ASM--- δεξιός
σοὶ RP--DS---- σύ
ἔσται VF--FMI3S- εἰμί

Num 18:19
πᾶν A3--NSN--- πᾶς
ἀφαίρεμα N3M-NSN--- ἀφαίρεμα
τῶν RA--GPN--- ὁ
ἁγίων A1A-GPN--- ἅγιος
ὅσα A1--APN--- ὅσος
ἂν X--------- ἄν
ἀφέλωσιν VB--AAS3P- αἱρέω ἀπο
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
κυρίῳ N2--DSM--- κύριος
σοὶ RP--DS---- σύ
δέδωκα VX--XAI1S- δίδωμι
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
σου RP--GS---- σύ
καὶ C--------- καί
ταῖς RA--DPF--- ὁ
θυγατράσιν N3--DPF--- θυγάτηρ
σου RP--GS---- σύ
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
νόμιμον A1--ASN--- νόμιμος
αἰώνιον A1B-ASN--- αἰώνιος
διαθήκη N1--NSF--- διαθήκη
ἁλὸς N3--GSM--- ἅλς
αἰωνίου A1B-GSM--- αἰώνιος
ἐστὶν V9--PAI3S- εἰμί
ἔναντι P--------- ἔναντι
κυρίου N2--GSM--- κύριος
σοὶ RP--DS---- σύ
καὶ C--------- καί
τῷ RA--DSN--- ὁ
σπέρματί N3M-DSN--- σπέρμα
σου RP--GS---- σύ
μετὰ P--------- μετά
σέ RP--AS---- σύ

Num 18:20
καὶ C--------- καί
ἐλάλησεν VAI-AAI3S- λαλέω
κύριος N2--NSM--- κύριος
πρὸς P--------- πρός
Ααρων N---ASM--- Ἀαρών
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
αὐτῶν RD--GPM--- αὐτός
οὐ D--------- οὐ
κληρονομήσεις VF--FAI2S- κληρονομέω
καὶ C--------- καί
μερὶς N3D-NSF--- μερίς
οὐκ D--------- οὐ
ἔσται VF--FMI3S- εἰμί
σοι RP--DS---- σύ
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός
ὅτι C--------- ὅτι
ἐγὼ RP--NS---- ἐγώ
μερίς N3D-NSF--- μερίς
σου RP--GS---- σύ
καὶ C--------- καί
κληρονομία N1A-NSF--- κληρονομία
σου RP--GS---- σύ
ἐν P--------- ἐν
μέσῳ A1--DSM--- μέσος
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ

Num 18:21
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Λευι N---GSM--- Λευί
ἰδοὺ I--------- ἰδού
δέδωκα VX--XAI1S- δίδωμι
πᾶν A3--ASN--- πᾶς
ἐπιδέκατον A1--ASN--- ἐπιδέκατος
ἐν P--------- ἐν
Ισραηλ N---DSM--- Ἰσραήλ
ἐν P--------- ἐν
κλήρῳ N2--DSM--- κλῆρος
ἀντὶ P--------- ἀντί
τῶν RA--GPF--- ὁ
λειτουργιῶν N1A-GPF--- λειτουργία
αὐτῶν RD--GPM--- αὐτός
ὅσα A1--APN--- ὅσος
αὐτοὶ RD--NPM--- αὐτός
λειτουργοῦσιν V2--PAI3P- λειτουργέω
λειτουργίαν N1A-ASF--- λειτουργία
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
σκηνῇ N1--DSF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον

Num 18:22
καὶ C--------- καί
οὐ D--------- οὐ
προσελεύσονται VF--FMI3P- ἔρχομαι προς
ἔτι D--------- ἔτι
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
σκηνὴν N1--ASF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον
λαβεῖν VB--AAN--- λαμβάνω
ἁμαρτίαν N1A-ASF--- ἁμαρτία
θανατηφόρον A1B-ASF--- θανατηφόρος

Num 18:23
καὶ C--------- καί
λειτουργήσει VF--FAI3S- λειτουργέω
ὁ RA--NSM--- ὁ
Λευίτης N1M-NSM--- Λευίτης
αὐτὸς RD--NSM--- αὐτός
τὴν RA--ASF--- ὁ
λειτουργίαν N1A-ASF--- λειτουργία
τῆς RA--GSF--- ὁ
σκηνῆς N1--GSF--- σκηνή
τοῦ RA--GSN--- ὁ
μαρτυρίου N2N-GSN--- μαρτύριον
καὶ C--------- καί
αὐτοὶ RD--NPM--- αὐτός
λήμψονται VF--FMI3P- λαμβάνω
τὰ RA--APN--- ὁ
ἁμαρτήματα N3M-APN--- ἁμάρτημα
αὐτῶν RD--GPM--- αὐτός
νόμιμον A1--ASN--- νόμιμος
αἰώνιον A1B-ASN--- αἰώνιος
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
γενεὰς N1A-APF--- γενεά
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐν P--------- ἐν
μέσῳ A1--DSM--- μέσος
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
οὐ D--------- οὐ
κληρονομήσουσιν VF--FAI3P- κληρονομέω
κληρονομίαν N1A-ASF--- κληρονομία

Num 18:24
ὅτι C--------- ὅτι
τὰ RA--APN--- ὁ
ἐπιδέκατα A1--APN--- ἐπιδέκατος
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ὅσα A1--APN--- ὅσος
ἂν X--------- ἄν
ἀφορίσωσιν VA--AAS3P- ὁρίζω ἀπο
κυρίῳ N2--DSM--- κύριος
ἀφαίρεμα N3M-ASN--- ἀφαίρεμα
