Jer 1:1
ὤμοσεν VAI-AAI3S- ὄμνυμι
κύριος N2--NSM--- κύριος
κατὰ P--------- κατά
τοῦ RA--GSM--- ὁ
βραχίονος N3N-GSM--- βραχίων
αὐτοῦ RD--GSM--- αὐτός
διότι C--------- διότι
πληρώσω VA--AAS1S- πληρόω
σε RP--AS---- σύ
ἀνθρώπων N2--GPM--- ἄνθρωπος
ὡσεὶ D--------- ὡσεί
ἀκρίδων N3D-GPF--- ἀκρίς
καὶ C--------- καί
φθέγξονται VF--FMI3P- φθέγγομαι
ἐπὶ P--------- ἐπί
σὲ RP--AS---- σύ
οἱ RA--NPM--- ὁ
καταβαίνοντες V1--PAPNPM βαίνω κατα

Jer 28:15
ποιῶν V2--PAPNSM ποιέω
γῆν N1--ASF--- γῆ
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἰσχύι N3U-DSF--- ἰσχύς
αὐτοῦ RD--GSM--- αὐτός
ἑτοιμάζων V1--PAPNSM ἑτοιμάζω
οἰκουμένην V2--PMPASF οἰκέω
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
σοφίᾳ N1A-DSF--- σοφία
αὐτοῦ RD--GSM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
συνέσει N3I-DSF--- σύνεσις
αὐτοῦ RD--GSM--- αὐτός
ἐξέτεινεν VAI-AAI3S- τείνω ἐκ
τὸν RA--ASM--- ὁ
οὐρανόν N2--ASM--- οὐρανός

Jer 28:16
εἰς P--------- εἰς
φωνὴν N1--ASF--- φωνή
ἔθετο VEI-AMI3S- τίθημι
ἦχος N2--NSM--- ἦχος
ὕδατος N3--GSN--- ὕδωρ
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
οὐρανῷ N2--DSM--- οὐρανός
καὶ C--------- καί
ἀνήγαγεν VBI-AAI3S- ἄγω ἀνα
νεφέλας N1--APF--- νεφέλη
ἀπ' P--------- ἀπό
ἐσχάτου A1--GSM--- ἔσχατος
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ἀστραπὰς N1--APF--- ἀστραπή
εἰς P--------- εἰς
ὑετὸν N2--ASM--- ὑετός
ἐποίησεν VAI-AAI3S- ποιέω
καὶ C--------- καί
ἐξήγαγεν VBI-AAI3S- ἄγω ἐκ
φῶς N3T-ASN--- φῶς
ἐκ P--------- ἐκ
θησαυρῶν N2--GPM--- θησαυρός
αὐτοῦ RD--GSM--- αὐτός

Jer 28:17
ἐμωράνθη VCI-API3S- μωραίνω
πᾶς A3--NSM--- πᾶς
ἄνθρωπος N2--NSM--- ἄνθρωπος
ἀπὸ P--------- ἀπό
γνώσεως N3I-GSF--- γνῶσις
κατῃσχύνθη VCI-API3S- αἰσχύνω κατα
πᾶς A3--NSM--- πᾶς
χρυσοχόος A1B-NSM--- χρυσοχόος
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
γλυπτῶν A1--GPM--- γλυπτός
αὐτοῦ RD--GSM--- αὐτός
ὅτι C--------- ὅτι
ψευδῆ A3H-APN--- ψευδής
ἐχώνευσαν VAI-AAI3P- χωνεύω
οὐκ D--------- οὐ
ἔστιν V9--PAI3S- εἰμί
πνεῦμα N3M-NSN--- πνεῦμα
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός

Jer 28:18
μάταιά A1A-NPN--- μάταιος
ἐστιν V9--PAI3S- εἰμί
ἔργα N2N-NPN--- ἔργον
μεμωκημένα VM--XMPNPN μωκάομαι
ἐν P--------- ἐν
καιρῷ N2--DSM--- καιρός
ἐπισκέψεως N3I-GSF--- ἐπίσκεψις
αὐτῶν RD--GPM--- αὐτός
ἀπολοῦνται VF2-FMI3P- ὀλλύω ἀπο

Jer 28:19
οὐ D--------- οὐ
τοιαύτη A1--NSF--- τοιοῦτος
μερὶς N3D-NSF--- μερίς
τῷ RA--DSM--- ὁ
Ιακωβ N---DSM--- Ἰακώβ
ὅτι C--------- ὅτι
ὁ RA--NSM--- ὁ
πλάσας VA--AAPNSM πλάσσω
τὰ RA--APN--- ὁ
πάντα A3--ASM--- πᾶς
αὐτός RD--NSM--- αὐτός
ἐστιν V9--PAI3S- εἰμί
κληρονομία N1A-NSF--- κληρονομία
αὐτοῦ RD--GSM--- αὐτός
κύριος N2--NSM--- κύριος
ὄνομα N3M-NSN--- ὄνομα
αὐτῷ RD--DSM--- αὐτός

Jer 28:20
διασκορπίζεις V1--PAI2S- σκορπίζω δια
σύ RP--NS---- σύ
μοι RP--DS---- ἐγώ
σκεύη N3E-APN--- σκεῦος
πολέμου N2--GSM--- πόλεμος
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἔθνη N3E-APN--- ἔθνος
καὶ C--------- καί
ἐξαρῶ VF2-FAI1S- αἴρω ἐκ
ἐκ P--------- ἐκ
σοῦ RP--GS---- σύ
βασιλεῖς N3V-NPM--- βασιλεύς

Jer 28:21
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἵππον N2--ASM--- ἵππος
καὶ C--------- καί
ἀναβάτην N1M-ASM--- ἀναβάτης
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἅρματα N3M-APN--- ἅρμα
καὶ C--------- καί
ἀναβάτας N1M-APM--- ἀναβάτης
αὐτῶν RD--GPM--- αὐτός

Jer 28:22
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
νεανίσκον N2--ASM--- νεανίσκος
καὶ C--------- καί
παρθένον N2--ASF--- παρθένος
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἄνδρα N3--ASM--- ἀνήρ
καὶ C--------- καί
γυναῖκα N3K-ASF--- γυνή

Jer 28:23
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ποιμένα N3--ASM--- ποιμήν
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ποίμνιον N2--ASN--- ποίμνιον
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
γεωργὸν N2--ASM--- γεωργός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
γεώργιον N2N-ASN--- γεώργιον
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
διασκορπιῶ VF2-FAI1S- σκορπίζω δια
ἐν P--------- ἐν
σοὶ RP--DS---- σύ
ἡγεμόνας N3N-APM--- ἡγεμών
καὶ C--------- καί
στρατηγούς N2--APM--- στρατηγός
σου RP--GS---- σύ

Jer 28:24
καὶ C--------- καί
ἀνταποδώσω VF--FAI1S- δίδωμι ἀντι ἀπο
τῇ RA--DSF--- ὁ
Βαβυλῶνι N3W-DSF--- Βαβυλών
καὶ C--------- καί
πᾶσι A3--DPM--- πᾶς
τοῖς RA--DPM--- ὁ
κατοικοῦσι V2--PAPDPM οἰκέω κατα
Χαλδαίοις N2--DPM--- Χαλδαῖος
πάσας A1S-APF--- πᾶς
τὰς RA--APF--- ὁ
κακίας N1A-APF--- κακία
αὐτῶν RD--GPM--- αὐτός
ἃς RR--APF--- ὅς
ἐποίησαν VAI-AAI3P- ποιέω
ἐπὶ P--------- ἐπί
Σιων N---ASF--- Σιων
κατ' P--------- κατά
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
ὑμῶν RP--GP---- σύ
λέγει V1--PAI3S- λέγω
κύριος N2--NSM--- κύριος

Jer 28:25
ἰδοὺ I--------- ἰδού
ἐγὼ RP--NS---- ἐγώ
πρὸς P--------- πρός
σέ RP--AS---- σύ
τὸ RA--ASN--- ὁ
ὄρος N3E-ASN--- ὄρος
τὸ RA--ASN--- ὁ
διεφθαρμένον VM--XMPASN φθείρω δια
τὸ RA--ASN--- ὁ
διαφθεῖρον V1--PAPASN φθείρω δια
πᾶσαν A1S-ASF--- πᾶς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
καὶ C--------- καί
ἐκτενῶ VF2-FAI1S- τείνω ἐκ
τὴν RA--ASF--- ὁ
χεῖρά N3--ASF--- χείρ
μου RP--GS---- ἐγώ
ἐπὶ P--------- ἐπί
σὲ RP--AS---- σύ
καὶ C--------- καί
κατακυλιῶ VF2-FAI1S- κυλίω κατα
σε RP--AS---- σύ
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
πετρῶν N2--GPM--- πέτρος
καὶ C--------- καί
δώσω VF--FAI1S- δίδωμι
σε RP--AS---- σύ
ὡς C--------- ὡς
ὄρος N3E-ASN--- ὄρος
ἐμπεπυρισμένον VX--XPPASN πυρίζω ἐν

Jer 28:26
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
λάβωσιν VB--AAS3P- λαμβάνω
ἀπὸ P--------- ἀπό
σοῦ RP--GS---- σύ
λίθον N2--ASM--- λίθος
εἰς P--------- εἰς
γωνίαν N1A-ASF--- γωνία
καὶ C--------- καί
λίθον N2--ASM--- λίθος
εἰς P--------- εἰς
θεμέλιον N2N-ASN--- θεμέλιον
ὅτι C--------- ὅτι
εἰς P--------- εἰς
ἀφανισμὸν N2--ASM--- ἀφανισμός
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
ἔσῃ VF--FMI2S- εἰμί
λέγει V1--PAI3S- λέγω
κύριος N2--NSM--- κύριος

Jer 28:27
ἄρατε VA--AAD2P- αἴρω
σημεῖον N2--ASN--- σημεῖον
ἐπὶ P--------- ἐπί
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
σαλπίσατε VA--AAD2P- σαλπίζω
ἐν P--------- ἐν
ἔθνεσιν N3E-DPN--- ἔθνος
σάλπιγγι N3G-DSF--- σάλπιγξ
ἁγιάσατε VA--AAD2P- ἁγιάζω
ἐπ' P--------- ἐπί
αὐτὴν RD--ASF--- αὐτός
ἔθνη N3E-APN--- ἔθνος
παραγγείλατε VA--AAD2P- ἀγγέλλω παρα
ἐπ' P--------- ἐπί
αὐτὴν RD--ASF--- αὐτός
βασιλείαις N1A-DPF--- βασιλεία
Αραρατ N---GS---- Αραρατ
παρ' P--------- παρά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
Ασχαναζαίοις N---DPM--- Ασχανάζαιος
ἐπιστήσατε VA--AAD2P- ἵστημι ἐπι
ἐπ' P--------- ἐπί
αὐτὴν RD--ASF--- αὐτός
βελοστάσεις N3I-APF--- βελόστασις
ἀναβιβάσατε VA--AAD2P- βιβάζω ἀνα
ἐπ' P--------- ἐπί
αὐτὴν RD--ASF--- αὐτός
ἵππον N2--ASM--- ἵππος
ὡς C--------- ὡς
ἀκρίδων N3D-GPF--- ἀκρίς
πλῆθος N3E-ASN--- πλῆθος

Jer 28:28
ἁγιάσατε VA--AAD2P- ἁγιάζω
ἐπ' P--------- ἐπί
αὐτὴν RD--ASF--- αὐτός
ἔθνη N3E-APN--- ἔθνος
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
τῶν RA--GPM--- ὁ
Μήδων N2--GPM--- Μῆδος
καὶ C--------- καί
πάσης A1S-GSF--- πᾶς
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
τοὺς RA--APM--- ὁ
ἡγουμένους V2--PMPAPM ἡγέομαι
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
πάντας A3--APM--- πᾶς
τοὺς RA--APM--- ὁ
στρατηγοὺς N2--APM--- στρατηγός
αὐτοῦ RD--GSM--- αὐτός

Jer 28:29
ἐσείσθη VCI-API3S- σείω
ἡ RA--NSF--- ὁ
γῆ N1--NSF--- γῆ
καὶ C--------- καί
ἐπόνεσεν VAI-AAI3S- πονέω
διότι C--------- διότι
ἐξανέστη VHI-AAI3S- ἵστημι ἐκ ἀνα
ἐπὶ P--------- ἐπί
Βαβυλῶνα N3W-ASF--- Βαβυλών
λογισμὸς N2--NSM--- λογισμός
κυρίου N2--GSM--- κύριος
τοῦ RA--GSN--- ὁ
θεῖναι VE--AAN--- τίθημι
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
Βαβυλῶνος N3W-GSF--- Βαβυλών
εἰς P--------- εἰς
ἀφανισμὸν N2--ASM--- ἀφανισμός
καὶ C--------- καί
μὴ D--------- μή
κατοικεῖσθαι V2--PMN--- οἰκέω κατα
αὐτήν RD--ASF--- αὐτός

Jer 28:30
ἐξέλιπεν VBI-AAI3S- λείπω ἐκ
μαχητὴς N1M-NSM--- μαχητής
Βαβυλῶνος N3W-GSF--- Βαβυλών
τοῦ RA--GSN--- ὁ
πολεμεῖν V2--PAN--- πολεμέω
καθήσονται VF--FMI3P- ἵημι κατα
ἐκεῖ D--------- ἐκεῖ
ἐν P--------- ἐν
περιοχῇ N1--DSF--- περιοχή
ἐθραύσθη VCI-API3S- θραύω
ἡ RA--NSF--- ὁ
δυναστεία N1A-NSF--- δυναστεία
αὐτῶν RD--GPM--- αὐτός
ἐγενήθησαν VCI-API3P- γίγνομαι
ὡσεὶ D--------- ὡσεί
γυναῖκες N3K-NPF--- γυνή
ἐνεπυρίσθη VCI-API3S- πυρίζω ἐν
τὰ RA--APN--- ὁ
σκηνώματα N3M-APN--- σκήνωμα
αὐτῆς RD--GSF--- αὐτός
συνετρίβησαν VDI-API3P- τρίβω συν
οἱ RA--NPM--- ὁ
μοχλοὶ N2--NPM--- μοχλός
αὐτῆς RD--GSF--- αὐτός

Jer 28:31
διώκων V1--PAPNSM διώκω
εἰς P--------- εἰς
ἀπάντησιν N3I-ASF--- ἀπάντησις
διώκοντος V1--PAPGSM διώκω
διώξεται VF--FMI3S- διώκω
καὶ C--------- καί
ἀναγγέλλων V1--PAPNSM ἀγγέλλω ἀνα
εἰς P--------- εἰς
ἀπάντησιν N3I-ASF--- ἀπάντησις
ἀναγγέλλοντος V1--PAPGSM ἀγγέλλω ἀνα
τοῦ RA--GSN--- ὁ
ἀναγγεῖλαι VA--AAN--- ἀγγέλλω ἀνα
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς
Βαβυλῶνος N3W-GSF--- Βαβυλών
ὅτι C--------- ὅτι
ἑάλωκεν VX--XAI3S- ἁλίσκω
ἡ RA--NSF--- ὁ
πόλις N3I-NSF--- πόλις
αὐτοῦ RD--GSM--- αὐτός

Jer 28:32
ἀπ' P--------- ἀπό
ἐσχάτου A1--GSM--- ἔσχατος
τῶν RA--GPF--- ὁ
διαβάσεων N3I-GPF--- διάβασις
αὐτοῦ RD--GSM--- αὐτός
ἐλήμφθησαν VVI-API3P- λαμβάνω
καὶ C--------- καί
τὰ RA--APN--- ὁ
συστέματα N3M-APN--- σύστεμα
αὐτῶν RD--GPM--- αὐτός
ἐνέπρησαν VAI-AAI3P- πίμπρημι ἐν
ἐν P--------- ἐν
πυρί N3--DSN--- πῦρ
καὶ C--------- καί
ἄνδρες N3--NPM--- ἀνήρ
αὐτοῦ RD--GSM--- αὐτός
οἱ RA--NPM--- ὁ
πολεμισταὶ N1--NPM--- πολεμιστής
ἐξέρχονται V1--PMI3P- ἔρχομαι ἐκ

Jer 28:33
διότι C--------- διότι
τάδε RD--APN--- ὅδε
λέγει V1--PAI3S- λέγω
κύριος N2--NSM--- κύριος
οἶκοι N2--NPM--- οἴκος
βασιλέως N3V-GSM--- βασιλεύς
Βαβυλῶνος N3W-GSF--- Βαβυλών
ὡς C--------- ὡς
ἅλων N3W-NSF--- ἅλων
ὥριμος A1B-NSM--- ὥριμος
ἀλοηθήσονται VC--FPI3P- ἀλοάω
ἔτι D--------- ἔτι
μικρὸν A1A-ASM--- μικρός
καὶ C--------- καί
ἥξει VF--FAI3S- ἥκω
ὁ RA--NSM--- ὁ
ἄμητος N2--NSM--- ἀμητός
αὐτῆς RD--GSF--- αὐτός

Jer 28:34
κατέφαγέν VBI-AAI3S- ἐσθίω κατα
με RP--AS---- ἐγώ
ἐμερίσατό VAI-AMI3S- μερίζω
με RP--AS---- ἐγώ
κατέλαβέν VBI-AAI3S- λαμβάνω κατα
με RP--AS---- ἐγώ
σκεῦος N3E-ASN--- σκεῦος
λεπτὸν A1--ASN--- λεπτός
Ναβουχοδονοσορ N---NSM--- Ναβουχοδονοσορ
βασιλεὺς N3V-NSM--- βασιλεύς
Βαβυλῶνος N3W-GSF--- Βαβυλών
κατέπιέν VBI-AAI3S- πίνω κατα
με RP--AS---- ἐγώ
ὡς C--------- ὡς
δράκων N3--NSM--- δράκων
ἔπλησεν VAI-AAI3S- πίμπλημι
τὴν RA--ASF--- ὁ
κοιλίαν N1A-ASF--- κοιλία
αὐτοῦ RD--GSM--- αὐτός
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
τρυφῆς N1--GSF--- τρυφή
μου RP--GS---- ἐγώ
ἐξῶσέν VA--AAI3S- ὠθέω ἐκ
με RP--AS---- ἐγώ

Jer 28:35
οἱ RA--NPM--- ὁ
μόχθοι N2--NPM--- μόχθος
μου RP--GS---- ἐγώ
καὶ C--------- καί
αἱ RA--NPF--- ὁ
ταλαιπωρίαι N1A-NPF--- ταλαιπωρία
μου RP--GS---- ἐγώ
εἰς P--------- εἰς
Βαβυλῶνα N3W-ASF--- Βαβυλών
ἐρεῖ VF2-FAI3S- εἶπον
κατοικοῦσα V2--PAPNSF οἰκέω κατα
Σιων N---ASF--- Σιων
καὶ C--------- καί
τὸ RA--ASN--- ὁ
αἷμά N3M-ASN--- αἷμα
μου RP--GS---- ἐγώ
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
κατοικοῦντας V2--PAPAPM οἰκέω κατα
Χαλδαίους N2--APM--- Χαλδαῖος
ἐρεῖ VF2-FAI3S- εἶπον
Ιερουσαλημ N---NSF--- Ἰερουσαλήμ

Jer 28:36
διὰ P--------- διά
τοῦτο RD--ASN--- οὗτος
τάδε RD--APN--- ὅδε
λέγει V1--PAI3S- λέγω
κύριος N2--NSM--- κύριος
ἰδοὺ I--------- ἰδού
ἐγὼ RP--NS---- ἐγώ
κρινῶ VF2-FAI1S- κρίνω
τὴν RA--ASF--- ὁ
ἀντίδικόν A1B-ASF--- ἀντίδικος
σου RP--GS---- σύ
καὶ C--------- καί
ἐκδικήσω VF--FAI1S- δικέω ἐκ
τὴν RA--ASF--- ὁ
ἐκδίκησίν N3I-ASF--- ἐκδίκησις
σου RP--GS---- σύ
καὶ C--------- καί
ἐρημώσω VF--FAI1S- ἐρημόω
τὴν RA--ASF--- ὁ
θάλασσαν N1S-ASF--- θάλασσα
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
ξηρανῶ VF2-FAI1S- ξηραίνω
τὴν RA--ASF--- ὁ
πηγὴν N1--ASF--- πηγή
αὐτῆς RD--GSF--- αὐτός

Jer 28:37
καὶ C--------- καί
ἔσται VF--FMI3S- εἰμί
Βαβυλὼν N3W-NSF--- Βαβυλών
εἰς P--------- εἰς
ἀφανισμὸν N2--ASM--- ἀφανισμός
καὶ C--------- καί
οὐ D--------- οὐ
κατοικηθήσεται VC--FPI3S- οἰκέω κατα

Jer 28:38
ἅμα D--------- ἅμα
ὡς C--------- ὡς
λέοντες N3--NPM--- λέων
ἐξηγέρθησαν VCI-API3P- ἐγείρω ἐκ
καὶ C--------- καί
ὡς C--------- ὡς
σκύμνοι N2--NPM--- σκύμνος
λεόντων N3--GPM--- λέων

Jer 28:39
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
θερμασίᾳ N1A-DSF--- θερμασία
αὐτῶν RD--GPM--- αὐτός
δώσω VF--FAI1S- δίδωμι
πότημα N3M-ASN--- πότημα
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
μεθύσω VF--FAI1S- μεθύω
αὐτούς RD--APM--- αὐτός
ὅπως C--------- ὅπως
καρωθῶσιν VA--APS3P- καρόω
καὶ C--------- καί
ὑπνώσωσιν VA--AAS3P- ὑπνόω
ὕπνον N2--ASM--- ὕπνος
αἰώνιον A1A-ASM--- αἰώνιος
καὶ C--------- καί
οὐ D--------- οὐ
μὴ D--------- μή
ἐγερθῶσι VC--APS3P- ἐγείρω
λέγει V1--PAI3S- λέγω
κύριος N2--NSM--- κύριος

Jer 28:40
καταβιβάσω VF--FAI1S- βιβάζω κατα
αὐτοὺς RD--APM--- αὐτός
ὡς C--------- ὡς
ἄρνας N3--APM--- ἀρνός
εἰς P--------- εἰς
σφαγὴν N1--ASF--- σφαγή
καὶ C--------- καί
ὡς C--------- ὡς
κριοὺς N2--APM--- κριός
μετ' P--------- μετά
ἐρίφων N2--GPM--- ἔριφος

Jer 28:41
πῶς D--------- πῶς
ἑάλω VZI-AAI3S- ἁλίσκω
καὶ C--------- καί
ἐθηρεύθη VCI-API3S- θηρεύω
τὸ RA--ASN--- ὁ
καύχημα N3M-ASN--- καύχημα
πάσης A1S-GSF--- πᾶς
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
πῶς D--------- πῶς
ἐγένετο VBI-AMI3S- γίγνομαι
Βαβυλὼν N3W-NSF--- Βαβυλών
εἰς P--------- εἰς
ἀφανισμὸν N2--ASM--- ἀφανισμός
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
ἔθνεσιν N3E-DPN--- ἔθνος

Jer 28:42
ἀνέβη VZI-AAI3S- βαίνω ἀνα
ἐπὶ P--------- ἐπί
Βαβυλῶνα N3W-ASF--- Βαβυλών
ἡ RA--NSF--- ὁ
θάλασσα N1S-NSF--- θάλασσα
ἐν P--------- ἐν
ἤχῳ N2--DSM--- ἦχος
κυμάτων N3M-GPN--- κῦμα
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
κατεκαλύφθη VVI-API3S- καλύπτω κατα

Jer 28:43
ἐγενήθησαν VCI-API3P- γίγνομαι
αἱ RA--NPF--- ὁ
πόλεις N3I-NPF--- πόλις
αὐτῆς RD--GSF--- αὐτός
γῆ N1--NSF--- γῆ
ἄνυδρος A1B-NSF--- ἄνυδρος
καὶ C--------- καί
ἄβατος A1B-NSF--- ἄβατος
οὐ D--------- οὐ
κατοικήσει VF--FAI3S- οἰκέω κατα
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός
οὐδὲ C--------- οὐδέ
εἷς A3--NSM--- εἷς
οὐδὲ C--------- οὐδέ
μὴ D--------- μή
καταλύσῃ VF--FMI2S- λύω κατα
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός
υἱὸς N2--NSM--- υἱός
ἀνθρώπου N2--GSM--- ἄνθρωπος

Jer 28:44
καὶ C--------- καί
ἐκδικήσω VF--FAI1S- δικέω ἐκ
ἐπὶ P--------- ἐπί
Βαβυλῶνα N3W-ASF--- Βαβυλών
καὶ C--------- καί
ἐξοίσω VF--FAI1S- φέρω ἐκ
ἃ RR--APN--- ὅς
κατέπιεν VBI-AAI3S- πίνω κατα
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
