Tob 1:1
δύο M--------- δύο
καὶ C--------- καί
κριοὺς N2--APM--- κριός
τέσσαρας A3--APM--- τέσσαρες
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
συντελεῖν V2--PAN--- τελέω συν
αὐτούς RD--APM--- αὐτός
καὶ C--------- καί
ἤρξαντο VAI-AMI3P- ἄρχω
παρασκευάζειν V1--PAN--- σκευάζω παρα

Tob 8:20
καὶ C--------- καί
ἐκάλεσεν VAI-AAI3S- καλέω
Τωβιαν N1T-ASM--- Τωβιας
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
δέκα M--------- δέκα
τεσσάρων A3--GPF--- τέσσαρες
ἡμερῶν N1A-GPF--- ἡμέρα
οὐ D--------- οὐ
μὴ D--------- μή
κινηθῇς VC--APS2S- κινέω
ἐντεῦθεν D--------- ἐντεῦθεν
ἀλλ' C--------- ἀλλά
αὐτοῦ RD--GSM--- αὐτός
μενεῖς VF2-FAI2S- μένω
ἔσθων V1--PAPNSM ἐσθίω
καὶ C--------- καί
πίνων V1--PAPNSM πίνω
παρ' P--------- παρά
ἐμοὶ RP--DS---- ἐγώ
καὶ C--------- καί
εὐφρανεῖς VF2-FAI2S- εὐφραίνω
τὴν RA--ASF--- ὁ
ψυχὴν N1--ASF--- ψυχή
τῆς RA--GSF--- ὁ
θυγατρός N3--GSF--- θυγάτηρ
μου RP--GS---- ἐγώ
τὴν RA--ASF--- ὁ
κατωδυνωμένην V3--PMPASF ὁδυνάω κατα

Tob 8:21
καὶ C--------- καί
ὅσα A1--APN--- ὅσος
μοι RP--DS---- ἐγώ
ὑπάρχει V1--PAI3S- ἄρχω ὑπο
λάμβανε V1--PAD2S- λαμβάνω
αὐτόθεν D--------- αὐτόθεν
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
καὶ C--------- καί
ὕπαγε V1--PAD2S- ἄγω ὑπο
ὑγιαίνων V1--PAPNSM ὑγιαίνω
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
τὸ RA--NSN--- ὁ
ἄλλο RD--NSN--- ἄλλος
ἥμισυ A3U-NSN--- ἥμισυς
ὅταν D--------- ὅταν
ἀποθάνω VB--AAS1S- θνήσκω ἀπο
ἐγώ RP--NS---- ἐγώ
τε X--------- τε
καὶ C--------- καί
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
μου RP--GS---- ἐγώ
ὑμέτερόν A1A-NSN--- ὑμέτερος
ἐστιν V9--PAI3S- εἰμί
θάρσει N3E-DSN--- θάρσος
παιδίον N2N-VSN--- παιδίον
ἐγώ RP--NS---- ἐγώ
σου RP--GS---- σύ
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
καὶ C--------- καί
Εδνα N1A-NSF--- Εδνα
ἡ RA--NSF--- ὁ
μήτηρ N3--NSF--- μήτηρ
σου RP--GS---- σύ
καὶ C--------- καί
παρὰ P--------- παρά
σοῦ RP--GS---- σύ
ἐσμεν V9--PAI1P- εἰμί
ἡμεῖς RP--NP---- ἐγώ
καὶ C--------- καί
τῆς RA--GSF--- ὁ
ἀδελφῆς N1--GSF--- ἀδελφή
σου RP--GS---- σύ
ἀπὸ P--------- ἀπό
τοῦ RA--GSM--- ὁ
νῦν D--------- νῦν
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών
θάρσει V2--PAD2S- θαρσέω
παιδίον N2N-VSN--- παιδίον

Tob 9:1
τότε D--------- τότε
ἐκάλεσεν VAI-AAI3S- καλέω
Τωβιας N1T-NSM--- Τωβιας
Ραφαηλ N---ASM--- Ραφαηλ
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός

Tob 9:2
Αζαρια N1T-VSM--- Αζαριας
ἄδελφε N2--VSM--- ἀδελφός
παράλαβε VB--AAD2S- λαμβάνω παρα
μετὰ P--------- μετά
σεαυτοῦ RD--GSM--- σεαυτοῦ
τέσσαρας A3--APM--- τέσσαρες
οἰκέτας N1M-APM--- οἰκέτης
καὶ C--------- καί
καμήλους N2--APM--- κάμηλος
δύο M--------- δύο
καὶ C--------- καί
πορεύθητι VC--APD2S- πορεύομαι
εἰς P--------- εἰς
Ῥάγας N1A-APF--- Ῥάγαι
καὶ C--------- καί
ἧκε VHI-AAI3S- ἵημι
παρὰ P--------- παρά
Γαβαήλῳ N2--DS---- Γαβάηλος
καὶ C--------- καί
δὸς VO--AAD2S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
τὸ RA--ASN--- ὁ
χειρόγραφον N2N-ASN--- χειρόγραφον
καὶ C--------- καί
κόμισαι VA--AMD2S- κομίζω
τὸ RA--ASN--- ὁ
ἀργύριον N2N-ASN--- ἀργύριον
καὶ C--------- καί
παράλαβε VB--AAD2S- λαμβάνω παρα
αὐτὸν RD--ASM--- αὐτός
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
γάμους N2--APM--- γάμος

Tob 9:3-4
σὺ RP--NS---- σύ
γὰρ X--------- γάρ
γινώσκεις V1--PAI2S- γιγνώσκω
ὅτι C--------- ὅτι
ἔσται VF--FMI3S- εἰμί
ἀριθμῶν N2--GPM--- ἀριθμός
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
καὶ C--------- καί
ἐὰν C--------- ἐάν
χρονίσω VA--AAS1S- χρονίζω
ἡμέραν N1A-ASF--- ἡμέρα
μίαν A1A-ASF--- εἷς
λυπήσω VA--AAS1S- λυπέω
αὐτὸν RD--ASM--- αὐτός
λίαν D--------- λίαν
καὶ C--------- καί
θεωρεῖς V2--PAI2S- θεωρέω
τί RI--ASN--- τίς
ὤμοσεν VAI-AAI3S- ὄμνυμι
Ραγουηλ N---NSM--- Ραγουηλ
καὶ C--------- καί
οὐ D--------- οὐ
δύναμαι V6--PMI1S- δύναμαι
παραβῆναι VZ--AAN--- βαίνω παρα
τὸν RA--ASM--- ὁ
ὅρκον N2--ASM--- ὅρκος
αὐτοῦ RD--GSM--- αὐτός

Tob 9:5
καὶ C--------- καί
ἐπορεύθη VCI-API3S- πορεύομαι
Ραφαηλ N---NSM--- Ραφαηλ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
τέσσαρες A3--NPM--- τέσσαρες
οἰκέται N1M-NPM--- οἰκέτης
καὶ C--------- καί
αἱ RA--NPF--- ὁ
δύο M--------- δύο
κάμηλοι N2--NPM--- κάμηλος
εἰς P--------- εἰς
Ῥάγας N1A-APF--- Ῥάγαι
τῆς RA--GSF--- ὁ
Μηδίας N1A-GSF--- Μηδία
καὶ C--------- καί
ηὐλίσθησαν VCI-API3P- αὐλίζω
παρὰ P--------- παρά
Γαβαήλῳ N2--DSM--- Γαβάηλος
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
τὸ RA--ASN--- ὁ
χειρόγραφον N2N-ASN--- χειρόγραφον
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὑπέδειξεν VAI-AAI3S- δεικνύω ὑπο
αὐτῷ RD--DSM--- αὐτός
περὶ P--------- περί
Τωβιου N1T-GSM--- Τωβιας
τοῦ RA--GSM--- ὁ
υἱοῦ N2--GSM--- υἱός
Τωβιθ N---GSM--- Τωβιθ
ὅτι C--------- ὅτι
ἔλαβεν VBI-AAI3S- λαμβάνω
γυναῖκα N3K-ASF--- γυνή
καὶ C--------- καί
ὅτι C--------- ὅτι
καλεῖ V2--PAI3S- καλέω
αὐτὸν RD--ASM--- αὐτός
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
γάμον N2--ASM--- γάμος
καὶ C--------- καί
ἀναστὰς VH--AAPNSM ἵστημι ἀνα
παρηρίθμησεν VAI-AAI3S- ἀριθμέω παρα
αὐτῷ RD--DSM--- αὐτός
τὰ RA--APN--- ὁ
θυλάκια N2N-APN--- θυλάκιον
σὺν P--------- σύν
ταῖς RA--DPF--- ὁ
σφραγῖσιν N3D-DPF--- σφραγίς
καὶ C--------- καί
συνέθηκαν VAI-AAI3P- τίθημι συν
αὐτά RD--APN--- αὐτός

Tob 9:6
καὶ C--------- καί
ὤρθρισαν VAI-AAI3P- ὀρθρίζω
κοινῶς D--------- κοινῶς
καὶ C--------- καί
εἰσῆλθον VBI-AAI3P- ἔρχομαι εἰς
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
γάμον N2--ASM--- γάμος
καὶ C--------- καί
εἰσῆλθον VBI-AAI3P- ἔρχομαι εἰς
εἰς P--------- εἰς
τὰ RA--APN--- ὁ
Ραγουηλ N---GSM--- Ραγουηλ
καὶ C--------- καί
εὗρον VB--AAI3P- εὑρίσκω
Τωβιαν N1T-ASM--- Τωβιας
ἀνακείμενον V5--PMPASM κεῖμαι ἀνα
καὶ C--------- καί
ἀνεπήδησεν VAI-AAI3S- πηδάω ἀνα
καὶ C--------- καί
ἠσπάσατο VAI-AMI3S- ἀσπάζομαι
αὐτόν RD--ASM--- αὐτός
καὶ C--------- καί
ἔκλαυσεν VAI-AAI3S- κλαίω
καὶ C--------- καί
εὐλόγησεν VA--AAI3S- εὐλογέω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
καλὲ A1--VSM--- καλός
καὶ C--------- καί
ἀγαθέ A1--VSM--- ἀγαθός
ἀνδρὸς N3--GSM--- ἀνήρ
καλοῦ A1--GSM--- καλός
καὶ C--------- καί
ἀγαθοῦ A1--GSM--- ἀγαθός
δικαίου A1A-GSM--- δίκαιος
καὶ C--------- καί
ἐλεημοποιοῦ A1A-GSM--- ἐλεημοποιός
δῴη VO--AAO3S- δίδωμι
σοι RP--DS---- σύ
κύριος N2--NSM--- κύριος
εὐλογίαν N1A-ASF--- εὐλογία
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
τῇ RA--DSF--- ὁ
γυναικί N3K-DSF--- γυνή
σου RP--GS---- σύ
καὶ C--------- καί
τῷ RA--DSM--- ὁ
πατρί N3--DSM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
τῇ RA--DSF--- ὁ
μητρὶ N3--DSF--- μήτηρ
τῆς RA--GSF--- ὁ
γυναικός N3K-GSF--- γυνή
σου RP--GS---- σύ
εὐλογητὸς A1--NSM--- εὐλογητός
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
ὅτι C--------- ὅτι
εἶδον VBI-AAI1S- ὁράω
Τωβιν N---ASM--- Τωβιθ
τὸν RA--ASM--- ὁ
ἀνεψιόν N2--ASM--- ἀνεψιός
μου RP--GS---- ἐγώ
ὅμοιον A1A-ASM--- ὅμοιος
αὐτῷ RD--DSM--- αὐτός

Tob 10:1
ἑκάστην A1--ASF--- ἕκαστος
δὲ X--------- δέ
ἡμέραν N1A-ASF--- ἡμέρα
ἐξ P--------- ἐκ
ἡμέρας N1A-GSF--- ἡμέρα
ἐλογίζετο V1I-IMI3S- λογίζομαι
Τωβιθ N---NSM--- Τωβιθ
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
ἐν P--------- ἐν
πόσαις A1--DPF--- πόσος
πορεύσεται VF--FMI3S- πορεύομαι
καὶ C--------- καί
ἐν P--------- ἐν
πόσαις A1--DPF--- πόσος
ἐπιστρέψει VF--FAI3S- στρέφω ἐπι
καὶ C--------- καί
ὅτε D--------- ὅτε
συνετελέσθησαν VSI-API3P- τελέω συν
αἱ RA--NPF--- ὁ
ἡμέραι N1A-NPF--- ἡμέρα
καὶ C--------- καί
ὁ RA--NSM--- ὁ
υἱὸς N2--NSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός
οὐ D--------- οὐ
παρῆν V9--IAI3S- εἰμί παρα

Tob 10:2
εἶπεν VBI-AAI3S- εἶπον
μήποτε X--------- μήποτε
κατεσχέθη VCI-API3S- ἔχω κατα
ἐκεῖ D--------- ἐκεῖ
ἢ C--------- ἤ
μήποτε X--------- μήποτε
ἀπέθανεν VBI-AAI3S- θνήσκω ἀπο
ὁ RA--NSM--- ὁ
Γαβαηλ N---NSM--- Γαβαηλ
καὶ C--------- καί
οὐδεὶς A3--NSM--- οὐδείς
αὐτῷ RD--DSM--- αὐτός
δίδωσιν V8--PAI3S- δίδωμι
τὸ RA--ASN--- ὁ
ἀργύριον N2N-ASN--- ἀργύριον

Tob 10:3
καὶ C--------- καί
ἤρξατο VAI-AMI3S- ἄρχω
λυπεῖσθαι V2--PMN--- λυπέω

Tob 10:4
καὶ C--------- καί
Αννα N1A-NSF--- Αννα
ἡ RA--NSF--- ὁ
γυνὴ N3K-NSF--- γυνή
αὐτοῦ RD--GSM--- αὐτός
λέγει V1--PAI3S- λέγω
ἀπώλετο VBI-AMI3S- ὀλλύω ἀπο
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
μου RP--GS---- ἐγώ
καὶ C--------- καί
οὐκέτι D--------- οὐκέτι
ὑπάρχει V1--PAI3S- ἄρχω ὑπο
ἐν P--------- ἐν
τοῖς RA--DPM--- ὁ
ζῶσιν V3--PAI3P- ζάω
καὶ C--------- καί
ἤρξατο VAI-AMI3S- ἄρχω
κλαίειν V1--PAN--- κλαίω
καὶ C--------- καί
θρηνεῖν V2--PAN--- θρηνέω
περὶ P--------- περί
τοῦ RA--GSM--- ὁ
υἱοῦ N2--GSM--- υἱός
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον

Tob 10:5
οὐαί I--------- οὐαί
μοι RP--DS---- ἐγώ
τέκνον N2N-VSN--- τέκνον
ὅτι C--------- ὅτι
ἀφῆκά VAI-AAI1S- ἵημι ἀπο
σε RP--AS---- σύ
πορευθῆναι VC--APN--- πορεύομαι
τὸ RA--ASN--- ὁ
φῶς N3T-ASN--- φῶς
τῶν RA--GPM--- ὁ
ὀφθαλμῶν N2--GPM--- ὀφθαλμός
μου RP--GS---- ἐγώ

Tob 10:6
καὶ C--------- καί
Τωβιθ N---NSM--- Τωβιθ
ἔλεγεν V1I-IAI3S- λέγω
αὐτῇ RD--DSF--- αὐτός
σίγα V3--PAD2S- σιγάω
μὴ D--------- μή
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
ἀδελφή N1--VSF--- ἀδελφή
ὑγιαίνει V1--PAI3S- ὑγιαίνω
καὶ C--------- καί
μάλα D--------- μάλα
περισπασμὸς N2--NSM--- περισπασμός
αὐτοῖς RD--DPM--- αὐτός
ἐγένετο VBI-AMI3S- γίγνομαι
ἐκεῖ D--------- ἐκεῖ
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄνθρωπος N2--NSM--- ἄνθρωπος
ὁ RA--NSM--- ὁ
πορευθεὶς VC--APPNSM πορεύομαι
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός
πιστός A1--NSM--- πιστός
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
εἷς A3--NSM--- εἷς
τῶν RA--GPM--- ὁ
ἀδελφῶν N2--GPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
μὴ D--------- μή
λυποῦ V2--PMD2S- λυπέω
περὶ P--------- περί
αὐτοῦ RD--GSM--- αὐτός
ἀδελφή N1--VSF--- ἀδελφή
ἤδη D--------- ἤδη
παρέσται VF--FMI3S- εἰμί παρα

Tob 10:7
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
σίγα V3--PAD2S- σιγάω
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
μή D--------- μή
με RP--AS---- ἐγώ
πλάνα V3--PAD2S- πλανάω
ἀπώλετο VBI-AMI3S- ὀλλύω ἀπο
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐκπηδήσασα VA--AAPNSF πηδάω ἐκ
περιεβλέπετο V1I-IMI3S- βλέπω περι
τὴν RA--ASF--- ὁ
ὁδόν N2--ASF--- ὁδός
ᾗ RR--DSF--- ὅς
ᾤχετο V1I-IMI3S- οἴχομαι
ὁ RA--NSM--- ὁ
υἱὸς N2--NSM--- υἱός
αὐτῆς RD--GSF--- αὐτός
καθ' P--------- κατά
ἡμέραν N1A-ASF--- ἡμέρα
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπείθετο V1I-IMI3S- πείθω
οὐδενί A3--DSM--- οὐδείς
καὶ C--------- καί
ὅτε D--------- ὅτε
ἔδυ VBI-AAI3S- δύω
ὁ RA--NSM--- ὁ
ἥλιος N2--NSM--- ἥλιος
εἰσπορευομένη V1--PMPNSF πορεύομαι εἰς
ἐθρήνει V2I-IAI3S- θρηνέω
καὶ C--------- καί
ἔκλαιεν V1I-IAI3S- κλαίω
τὴν RA--ASF--- ὁ
νύκτα N3--ASF--- νύξ
ὅλην A1--ASF--- ὅλος
καὶ C--------- καί
οὐκ D--------- οὐ
εἶχεν V1I-IAI3S- ἔχω
ὕπνον N2--ASM--- ὕπνος

Tob 10:8
καὶ C--------- καί
ὅτε D--------- ὅτε
συνετελέσθησαν VSI-API3P- τελέω συν
αἱ RA--NPF--- ὁ
δέκα M--------- δέκα
τέσσαρες A3--NPF--- τέσσαρες
ἡμέραι N1A-NPF--- ἡμέρα
τοῦ RA--GSM--- ὁ
γάμου N2--GSM--- γάμος
ἃς RR--APF--- ὅς
ὤμοσεν VAI-AAI3S- ὄμνυμι
Ραγουηλ N---NSM--- Ραγουηλ
ποιῆσαι VA--AAN--- ποιέω
τῇ RA--DSF--- ὁ
θυγατρὶ N3--DSF--- θυγάτηρ
αὐτοῦ RD--GSM--- αὐτός
εἰσῆλθεν VBI-AAI3S- ἔρχομαι εἰς
πρὸς P--------- πρός
αὐτὸν RD--ASM--- αὐτός
Τωβιας N1T-NSM--- Τωβιας
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
ἐξαπόστειλόν VA--AAD2S- στέλλω ἐκ ἀπο
με RP--AS---- ἐγώ
γινώσκω V1--PAI1S- γιγνώσκω
γὰρ X--------- γάρ
ἐγὼ RP--NS---- ἐγώ
ὅτι C--------- ὅτι
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἡ RA--NSF--- ὁ
μήτηρ N3--NSF--- μήτηρ
μου RP--GS---- ἐγώ
οὐ D--------- οὐ
πιστεύουσιν V1--PAI3P- πιστεύω
ὅτι C--------- ὅτι
ὄψονταί VF--FMI3P- ὁράω
με RP--AS---- ἐγώ
ἔτι D--------- ἔτι
καὶ C--------- καί
νῦν D--------- νῦν
ἀξιῶ V4--PAI1S- ἀξιόω
σε RP--AS---- σύ
πάτερ N3--VSM--- πατήρ
ὅπως C--------- ὅπως
ἐξαποστείλῃς VA--AAS2S- στέλλω ἐκ ἀπο
με RP--AS---- ἐγώ
καὶ C--------- καί
πορευθῶ VC--APS1S- πορεύομαι
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
μου RP--GS---- ἐγώ
ἤδη D--------- ἤδη
ὑπέδειξά VAI-AAI1S- δεικνύω ὑπο
σοι RP--DS---- σύ
ὡς C--------- ὡς
ἀφῆκα VAI-AAI1S- ἵημι ἀπο
αὐτόν RD--ASM--- αὐτός

Tob 10:9
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
Ραγουηλ N---NSM--- Ραγουηλ
τῷ RA--DSM--- ὁ
Τωβια N---DSM--- Τωβια
μεῖνον VA--AAD2S- μένω
παιδίον N2N-VSN--- παιδίον
μεῖνον VA--AAD2S- μένω
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
ἐγὼ RP--NS---- ἐγώ
ἀποστέλλω V1--PAI1S- στέλλω ἀπο
ἀγγέλους N2--APM--- ἄγγελος
πρὸς P--------- πρός
Τωβιν N---ASM--- Τωβιθ
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
ὑποδείξουσιν VF--FAI3P- δεικνύω ὑπο
αὐτῷ RD--DSM--- αὐτός
περὶ P--------- περί
σοῦ RP--GS---- σύ
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
μηδαμῶς D--------- μηδαμῶς
ἀξιῶ V4--PAI1S- ἀξιόω
σε RP--AS---- σύ
ὅπως C--------- ὅπως
ἐξαποστείλῃς VA--AAS2S- στέλλω ἐκ ἀπο
με RP--AS---- ἐγώ
ἐντεῦθεν D--------- ἐντεῦθεν
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
μου RP--GS---- ἐγώ

Tob 10:10
καὶ C--------- καί
ἀναστὰς VH--AAPNSM ἵστημι ἀνα
Ραγουηλ N---NSM--- Ραγουηλ
παρέδωκεν VAI-AAI3S- δίδωμι παρα
Τωβια N---DSM--- Τωβια
Σαρραν N1A-ASF--- Σαρρα
τὴν RA--ASF--- ὁ
γυναῖκα N3K-ASF--- γυνή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
πάντων A3--GPN--- πᾶς
τῶν RA--GPN--- ὁ
ὑπαρχόντων V1--PAPGPN ἄρχω ὑπο
αὐτῷ RD--DSM--- αὐτός
παῖδας N3D-APM--- παῖς
καὶ C--------- καί
παιδίσκας N1--APF--- παιδίσκη
βόας N3--APM--- βοῦς
καὶ C--------- καί
πρόβατα N2N-APN--- πρόβατον
ὄνους N2--APM--- ὄνος
καὶ C--------- καί
καμήλους N2--APM--- κάμηλος
ἱματισμὸν N2--ASM--- ἱματισμός
καὶ C--------- καί
ἀργύριον N2N-ASN--- ἀργύριον
καὶ C--------- καί
σκεύη N3E-APN--- σκεῦος

Tob 10:11
καὶ C--------- καί
ἐξαπέστειλεν VAI-AAI3S- στέλλω ἐκ ἀπο
αὐτοὺς RD--APM--- αὐτός
ὑγιαίνοντας V1--PAPAPM ὑγιαίνω
καὶ C--------- καί
ἠσπάσατο VAI-AMI3S- ἀσπάζομαι
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ὑγίαινε V1--PAD2S- ὑγιαίνω
παιδίον N2N-VSN--- παιδίον
ὑγιαίνων V1--PAPNSM ὑγιαίνω
ὕπαγε V1--PAD2S- ἄγω ὑπο
ὁ RA--NSM--- ὁ
κύριος N2--NSM--- κύριος
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
εὐοδώσαι VA--AAO3S- εὐοδόω
ὑμᾶς RP--AP---- σύ
καὶ C--------- καί
Σαρραν N1A-ASF--- Σαρρα
τὴν RA--ASF--- ὁ
γυναῖκά N3K-ASF--- γυνή
σου RP--GS---- σύ
καὶ C--------- καί
ἴδοιμι VB--AAO1S- ὁράω
ὑμῶν RP--GP---- σύ
παιδία N1A-APN--- παιδίον
πρὸ P--------- πρό
τοῦ RA--GSN--- ὁ
ἀποθανεῖν VB--AAN--- θνήσκω ἀπο
