Tob 1:1
ἐλέους N3E-GSN--- ἔλεος

Tob 8:18
ἐκέλευσεν VAI-AAI3S- κελεύω
δὲ X--------- δέ
τοῖς RA--DPM--- ὁ
οἰκέταις N1M-DPM--- οἰκέτης
χῶσαι VA--AAN--- χόω
τὸν RA--ASM--- ὁ
τάφον N2--ASM--- τάφος

Tob 8:19
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
αὐτοῖς RD--DPM--- αὐτός
γάμον N2--ASM--- γάμος
ἡμερῶν N1A-GPF--- ἡμέρα
δέκα M---GPF--- δέκα
τεσσάρων A3--GPF--- τέσσαρες

Tob 8:20
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
Ραγουηλ N---NSM--- Ῥαγουήλ
πρὶν D--------- πρίν
ἢ C--------- ἤ
συντελεσθῆναι VS--APN--- τελέω συν
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
τοῦ RA--GSM--- ὁ
γάμου N2--GSM--- γάμος
ἐνόρκως D--------- ἐνόρκως
μὴ D--------- μή
ἐξελθεῖν VB--AAN--- ἔρχομαι ἐκ
αὐτόν RD--ASM--- αὐτός
ἐὰν C--------- ἐάν
μὴ D--------- μή
πληρωθῶσιν VC--APS3P- πληρόω
αἱ RA--NPF--- ὁ
δέκα M--------- δέκα
τέσσαρες A3--NPM--- τέσσαρες
ἡμέραι N1A-NPF--- ἡμέρα
τοῦ RA--GSM--- ὁ
γάμου N2--GSM--- γάμος

Tob 8:21
καὶ C--------- καί
τότε D--------- τότε
λαβόντα VB--AAPASM λαμβάνω
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
τῶν RA--GPN--- ὁ
ὑπαρχόντων V1--PAPGPN ἄρχω ὑπο
αὐτοῦ RD--GSM--- αὐτός
πορεύεσθαι V1--PMN--- πορεύομαι
μετὰ P--------- μετά
ὑγιείας N1A-GSF--- ὑγίεια
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
καὶ C--------- καί
τὰ RA--APN--- ὁ
λοιπά A1--APN--- λοιπός
ὅταν D--------- ὅταν
ἀποθάνω VB--AAS1S- θνήσκω ἀπο
καὶ C--------- καί
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
μου RP--GS---- ἐγώ

Tob 9:1
καὶ C--------- καί
ἐκάλεσεν VAI-AAI3S- καλέω
Τωβιας N1T-NSM--- Τωβείας
τὸν RA--ASM--- ὁ
Ραφαηλ N---ASM--- Ῥαφαήλ
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός

Tob 9:2
Αζαρια N---VSM--- Ἀζαρίας
ἄδελφε N2--VSM--- ἀδελφός
λαβὲ VB--AAD2S- λαμβάνω
μετὰ P--------- μετά
σεαυτοῦ RD--GSM--- σεαυτοῦ
παῖδα N3D-ASM--- παῖς
καὶ C--------- καί
δύο M---NDM--- δύο
καμήλους N2--APM--- κάμηλος
καὶ C--------- καί
πορεύθητι VC--APD2S- πορεύομαι
ἐν P--------- ἐν
Ῥάγοις N---DS---- Ῥάγοι
τῆς RA--GSF--- ὁ
Μηδίας N---GSF--- Μηδεία
παρὰ P--------- παρά
Γαβαηλ N---ASM--- Γαβαήλ
καὶ C--------- καί
κόμισαί VA--AMD2S- κομίζω
μοι RP--DS---- ἐγώ
τὸ RA--ASN--- ὁ
ἀργύριον N2N-ASN--- ἀργύριον
καὶ C--------- καί
αὐτὸν RD--ASM--- αὐτός
ἄγε V1--PAD2S- ἄγω
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
γάμον N2--ASM--- γάμος

Tob 9:3
διότι C--------- διότι
ὀμώμοκεν VX--XAI3S- ὄμνυμι
Ραγουηλ N---NSM--- Ῥαγουήλ
μὴ D--------- μή
ἐξελθεῖν VB--AAN--- ἔρχομαι ἐκ
με RP--AS---- ἐγώ

Tob 9:4
καὶ C--------- καί
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
μου RP--GS---- ἐγώ
ἀριθμεῖ V2--PAI3S- ἀριθμέω
τὰς RA--APF--- ὁ
ἡμέρας N1A-APF--- ἡμέρα
καὶ C--------- καί
ἐὰν C--------- ἐάν
χρονίσω VA--AAS1S- χρονίζω
μέγα A1P-ASN--- μέγας
ὀδυνηθήσεται VC--FPI3S- ὀδυνάω
λίαν D--------- λίαν

Tob 9:5
καὶ C--------- καί
ἐπορεύθη VCI-API3S- πορεύομαι
Ραφαηλ N---NSM--- Ῥαφαήλ
καὶ C--------- καί
ηὐλίσθη VSI-API3S- αὐλίζω
παρὰ P--------- παρά
Γαβαήλῳ N---DSM--- Γαβάηλος
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
τὸ RA--ASN--- ὁ
χειρόγραφον N2N-ASN--- χειρόγραφον
ὃς RR--NSM--- ὅς
δὲ X--------- δέ
προήνεγκεν VAI-AAI3S- φέρω προ
τὰ RA--APN--- ὁ
θυλάκια N2N-APN--- θυλάκιον
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
σφραγῖσιν N3I-DPF--- σφραγίς
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός

Tob 9:6
καὶ C--------- καί
ὤρθρευσαν VAI-AAI3P- ὀρθρεύω
κοινῶς D--------- κοινῶς
καὶ C--------- καί
ἤλθοσαν VBI-AAI3P- ἔρχομαι
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
γάμον N2--ASM--- γάμος
καὶ C--------- καί
εὐλόγησεν VA--AAI3S- εὐλογέω
Τωβιας N1T-NSM--- Τωβείας
τὴν RA--ASF--- ὁ
γυναῖκα N3K-ASF--- γυνή
αὐτοῦ RD--GSM--- αὐτός

Tob 10:1
καὶ C--------- καί
Τωβιτ N---NSM--- Τωβιτ
ὁ RA--NSM--- ὁ
πατὴρ N3--NSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
ἐλογίζετο V1I-IMI3S- λογίζομαι
ἑκάστης A1--GSF--- ἕκαστος
ἡμέρας N1A-GSF--- ἡμέρα
καὶ C--------- καί
ὡς D--------- ὡς
ἐπληρώθησαν VCI-API3P- πληρόω
αἱ RA--NPF--- ὁ
ἡμέραι N1A-NPF--- ἡμέρα
τῆς RA--GSF--- ὁ
πορείας N1A-GSF--- πορεία
καὶ C--------- καί
οὐκ D--------- οὐ
ἤρχοντο V1I-IMI3P- ἄρχω

Tob 10:2
εἶπεν VBI-AAI3S- εἶπον
μήποτε D--------- μήποτε
κατῄσχυνται VM--XMI3P- αἰσχύνω κατα
ἢ C--------- ἤ
μήποτε D--------- μήποτε
ἀπέθανεν VBI-AAI3S- θνήσκω ἀπο
Γαβαηλ N---NSM--- Γαβαήλ
καὶ C--------- καί
οὐδεὶς A3--NSM--- οὐδείς
δίδωσιν V8--PAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
τὸ RA--ASN--- ὁ
ἀργύριον N2N-ASN--- ἀργύριον

Tob 10:3
καὶ C--------- καί
ἐλυπεῖτο V2I-IMI3S- λυπέω
λίαν D--------- λίαν

Tob 10:4
εἶπεν VBI-AAI3S- εἶπον
δὲ X--------- δέ
αὐτῷ RD--DSM--- αὐτός
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
ἀπώλετο VBI-AMI3S- ὀλλύω ἀπο
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
διότι C--------- διότι
κεχρόνικεν VX--XAI3S- χρονίζω
καὶ C--------- καί
ἤρξατο VAI-AMI3S- ἄρχω
θρηνεῖν V2--PAN--- θρηνέω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον

Tob 10:5
οὐ D--------- οὐ
μέλει V1--PAI3S- μέλω
μοι RP--DS---- ἐγώ
τέκνον N2N-VSN--- τέκνον
ὅτι C--------- ὅτι
ἀφῆκά VAI-AAI1S- ἵημι ἀπο
σε RP--AS---- σύ
τὸ RA--ASN--- ὁ
φῶς N3T-ASN--- φῶς
τῶν RA--GPM--- ὁ
ὀφθαλμῶν N2--GPM--- ὀφθαλμός
μου RP--GS---- ἐγώ

Tob 10:6
καὶ C--------- καί
Τωβιτ N---NSM--- Τωβιτ
λέγει V1--PAI3S- λέγω
αὐτῇ RD--DSF--- αὐτός
σίγα V3--PAD2S- σιγάω
μὴ D--------- μή
λόγον N2--ASM--- λόγος
ἔχε V1--PAD2S- ἔχω
ὑγιαίνει V1--PAI3S- ὑγιαίνω

Tob 10:7
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
σίγα V3--PAD2S- σιγάω
μὴ D--------- μή
πλάνα V3--PAD2S- πλανάω
με RP--AS---- ἐγώ
ἀπώλετο VBI-AMI3S- ὀλλύω ἀπο
τὸ RA--NSN--- ὁ
παιδίον N2N-NSN--- παιδίον
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐπορεύετο V1I-IMI3S- πορεύομαι
καθ' P--------- κατά
ἡμέραν N1A-ASF--- ἡμέρα
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
ἔξω D--------- ἔξω
οἵας A1A-GSF--- οἷος
ἀπῆλθεν VBI-AAI3S- ἔρχομαι ἀπο
ἡμέρας N1A-GSF--- ἡμέρα
τε X--------- τε
ἄρτον N2--ASM--- ἄρτος
οὐκ D--------- οὐ
ἤσθιεν V1I-IAI3S- ἐσθίω
τὰς RA--APF--- ὁ
δὲ X--------- δέ
νύκτας N3--APF--- νύξ
οὐ D--------- οὐ
διελίμπανεν V1I-IAI3S- λιμπάνω δια
θρηνοῦσα V2--PAPNSF θρηνέω
Τωβιαν N1T-ASM--- Τωβείας
τὸν RA--ASM--- ὁ
υἱὸν N2--ASM--- υἱός
αὐτῆς RD--GSF--- αὐτός
ἕως C--------- ἕως
οὗ RR--GSM--- ὅς
συνετελέσθησαν VSI-API3P- τελέω συν
αἱ RA--NPF--- ὁ
δέκα M--------- δέκα
τέσσαρες A3--NPM--- τέσσαρες
ἡμέραι N1A-NPF--- ἡμέρα
τοῦ RA--GSM--- ὁ
γάμου N2--GSM--- γάμος
ἃς RR--APF--- ὅς
ὤμοσεν VAI-AAI3S- ὄμνυμι
Ραγουηλ N---NSM--- Ῥαγουήλ
ποιῆσαι VA--AAN--- ποιέω
αὐτὸν RD--ASM--- αὐτός
ἐκεῖ D--------- ἐκεῖ

Tob 10:8
εἶπεν VBI-AAI3S- εἶπον
δὲ X--------- δέ
Τωβιας N1T-NSM--- Τωβείας
τῷ RA--DSM--- ὁ
Ραγουηλ N---DSM--- Ῥαγουήλ
ἐξαπόστειλόν VB--AAD2S- στέλλω ἐκ ἀπο
με RP--AS---- ἐγώ
ὅτι C--------- ὅτι
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἡ RA--NSF--- ὁ
μήτηρ N3--NSF--- μήτηρ
μου RP--GS---- ἐγώ
οὐκέτι D--------- οὐκέτι
ἐλπίζουσιν V1--PAI3P- ἐλπίζω
ὄψεσθαί VF--FMN--- ὁράω
με RP--AS---- ἐγώ

Tob 10:9
εἶπεν VBI-AAI3S- εἶπον
δὲ X--------- δέ
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
πενθερὸς N2--NSM--- πενθερός
αὐτοῦ RD--GSM--- αὐτός
μεῖνον VB--AAD2S- μένω
παρ' P--------- παρά
ἐμοί RP--DS---- ἐγώ
κἀγὼ C+RPNS---- καί+ἐγώ
ἐξαποστελῶ VF2-FAI1S- στέλλω ἐκ ἀπο
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
σου RP--GS---- σύ
καὶ C--------- καί
δηλώσουσιν VF--FAI3P- δηλόω
αὐτῷ RD--DSM--- αὐτός
τὰ RA--APN--- ὁ
κατὰ P--------- κατά
σέ RP--AS---- σύ
καὶ C--------- καί
Τωβιας N1T-NSM--- Τωβείας
λέγει V1--PAI3S- λέγω
οὐχί D--------- οὐ
ἀλλὰ C--------- ἀλλά
ἐξαπόστειλόν VA--AAD2S- στέλλω ἐκ ἀπο
με RP--AS---- ἐγώ
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
μου RP--GS---- ἐγώ

Tob 10:10
ἀναστὰς VH--AAPNSM ἵστημι ἀνα
δὲ X--------- δέ
Ραγουηλ N---NSM--- Ῥαγουήλ
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
Σαρραν N---ASF--- Σαρραν
τὴν RA--ASF--- ὁ
γυναῖκα N3K-ASF--- γυνή
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
τὰ RA--APN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
τῶν RA--GPN--- ὁ
ὑπαρχόντων V1--PAPGPN ἄρχω ὑπο
σώματα N3M-APN--- σῶμα
καὶ C--------- καί
κτήνη N3E-APN--- κτῆνος
καὶ C--------- καί
ἀργύριον N2N-ASN--- ἀργύριον

Tob 10:11
καὶ C--------- καί
εὐλογήσας VA--AAPNSM εὐλογέω
αὐτοὺς RD--APM--- αὐτός
ἐξαπέστειλεν VAI-AAI3S- στέλλω ἐκ ἀπο
λέγων V1--PAPNSM λέγω
εὐοδώσει VF--FAI3S- εὐοδόω
ὑμᾶς RP--AP---- σύ
τέκνα N2N-VPN--- τέκνον
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
πρὸ P--------- πρό
τοῦ RA--GSN--- ὁ
με RP--AS---- ἐγώ
ἀποθανεῖν VB--AAN--- θνήσκω ἀπο

Tob 10:12
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
τῇ RA--DSF--- ὁ
θυγατρὶ N3--DSF--- θυγάτηρ
αὐτοῦ RD--GSM--- αὐτός
τίμα V3--PAD2S- τιμάω
τοὺς RA--APM--- ὁ
πενθερούς N2--APM--- πενθερός
σου RP--GS---- σύ
αὐτοὶ RD--NPM--- αὐτός
νῦν D--------- νῦν
γονεῖς N3V-NPM--- γονεύς
σού RP--GS---- σύ
εἰσιν V9--PAI3P- εἰμί
ἀκούσαιμί VA--AAO1S- ἀκούω
σου RP--GS---- σύ
ἀκοὴν N1--ASF--- ἀκοή
καλήν A1--ASF--- καλός
καὶ C--------- καί
ἐφίλησεν VAI-AAI3S- φιλέω
αὐτήν RD--ASF--- αὐτός

Tob 10:13
καὶ C--------- καί
Εδνα N---NSF--- Ἐδνά
εἶπεν VBI-AAI3S- εἶπον
πρὸς P--------- πρός
Τωβιαν N1T-ASM--- Τωβείας
ἄδελφε N2--VSM--- ἀδελφός
ἀγαπητέ A1--VSM--- ἀγαπητός
ἀποκαταστήσαι VA--AAO3S- ἵστημι ἀπο κατα
σε RP--AS---- σύ
ὁ RA--NSM--- ὁ
κύριος N2--NSM--- κύριος
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
δῴη VO--AAO3S- δίδωμι
μοι RP--DS---- ἐγώ
ἰδεῖν VB--AAN--- ὁράω
σου RP--GS---- σύ
παιδία N2N-APN--- παιδίον
ἐκ P--------- ἐκ
Σαρρας N---GSF--- Σαρρας
τῆς RA--GSF--- ὁ
θυγατρός N3--GSF--- θυγάτηρ
μου RP--GS---- ἐγώ
ἵνα C--------- ἵνα
εὐφρανθῶ VC--APS1S- εὐφραίνω
ἐνώπιον P--------- ἐνώπιον
τοῦ RA--GSM--- ὁ
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
ἰδοὺ VB--AMD2S- ὁράω
παρατίθεμαί V7--PMI1S- τίθημι παρα
σοι RP--DS---- σύ
τὴν RA--ASF--- ὁ
θυγατέρα N3--ASF--- θυγάτηρ
μου RP--GS---- ἐγώ
ἐν P--------- ἐν
παρακαταθήκῃ N1--DSF--- παρακαταθήκη
μὴ D--------- μή
λυπήσῃς VA--AAS2S- λυπέω
αὐτήν RD--ASF--- αὐτός

Tob 10:14
μετὰ P--------- μετά
ταῦτα RD--APN--- οὗτος
ἐπορεύετο V1I-IMI3S- πορεύομαι
Τωβιας N1T-NSM--- Τωβείας
εὐλογῶν V2--PAPNSM εὐλογέω
τὸν RA--ASM--- ὁ
θεόν N2--ASM--- θεός
ὅτι C--------- ὅτι
εὐόδωσεν VA--AAI3S- εὐοδόω
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
κατευλόγει V2--IAI3S- εὐλογέω κατα
Ραγουηλ N---ASM--- Ῥαγουήλ
καὶ C--------- καί
Εδναν N---ASF--- Εδνά
τὴν RA--ASF--- ὁ
γυναῖκα N3K-ASF--- γυνή
αὐτοῦ RD--GSM--- αὐτός

Tob 11:1
καὶ C--------- καί
ἐπορεύετο V1I-IMI3S- πορεύομαι
μέχρις D--------- μέχρι
οὗ RR--GSM--- ὅς
ἐγγίσαι VA--AAN--- ἐγγίζω
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
Νινευη N---ASF--- Νινευη
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
Ραφαηλ N---NSM--- Ῥαφαήλ
πρὸς P--------- πρός
Τωβιαν N1T-ASM--- Τωβείας

Tob 11:2
οὐ D--------- οὐ
γινώσκεις V1--PAI2S- γιγνώσκω
ἄδελφε N2--VSM--- ἀδελφός
πῶς D--------- πῶς
ἀφῆκας VAI-AAI2S- ἵημι ἀπο
τὸν RA--ASM--- ὁ
πατέρα N3--ASM--- πατήρ
σου RP--GS---- σύ

Tob 11:3
προδράμωμεν VB--AAS1P- τρέχω προ
ἔμπροσθεν P--------- ἔμπροσθεν
τῆς RA--GSF--- ὁ
γυναικός N3K-GSF--- γυνή
σου RP--GS---- σύ
καὶ C--------- καί
ἑτοιμάσωμεν VA--AAS1P- ἑτοιμάζω
τὴν RA--ASF--- ὁ
οἰκίαν N1A-ASF--- οἰκία

Tob 11:4
λαβὲ VB--AAD2S- λαμβάνω
δὲ X--------- δέ
παρὰ P--------- παρά
χεῖρα N3--ASF--- χείρ
τὴν RA--ASF--- ὁ
χολὴν N1--ASM--- χολή
τοῦ RA--GSM--- ὁ
ἰχθύος N3U-GSM--- ἰχθύς
καὶ C--------- καί
ἐπορεύθησαν VCI-API3P- πορεύομαι
καὶ C--------- καί
συνῆλθεν VBI-AAI3S- ἔρχομαι συν
ὁ RA--NSM--- ὁ
κύων N3--NSM--- κύων
ὄπισθεν D--------- ὄπισθεν
αὐτῶν RD--GPM--- αὐτός

Tob 11:5
καὶ C--------- καί
Αννα N---NSF--- Αννα
ἐκάθητο V1I-IMI3S- κάθημαι
περιβλεπομένη V1--PMPNSF βλέπω περι
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
ὁδὸν N2--ASF--- ὁδός
τὸν RA--ASM--- ὁ
παῖδα N3D-ASM--- παῖς
αὐτῆς RD--GSF--- αὐτός

Tob 11:6
καὶ C--------- καί
προσενόησεν VAI-AAI3S- νοέω προς
αὐτὸν RD--ASM--- αὐτός
ἐρχόμενον V1--PMPASM ἔρχομαι
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
τῷ RA--DSM--- ὁ
πατρὶ N3--DSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
ἰδοὺ VB--AMD2S- ὁράω
ὁ RA--NSM--- ὁ
υἱός N2--NSM--- υἱός
σου RP--GS---- σύ
ἔρχεται V1--PMI3S- ἔρχομαι
καὶ C--------- καί
ὁ RA--NSM--- ὁ
ἄνθρωπος N2--NSM--- ἄνθρωπος
ὁ RA--NSM--- ὁ
πορευθεὶς VC--APPNSM πορεύομαι
μετ' P--------- μετά
αὐτοῦ RD--GSM--- αὐτός

Tob 11:7
καὶ C--------- καί
Ραφαηλ N---NSM--- Ῥαφαήλ
εἶπεν VBI-AAI3S- εἶπον
ἐπίσταμαι VM--XMI1S- ἐπίσταμαι
ἐγὼ RP--NS---- ἐγώ
ὅτι C--------- ὅτι
ἀνοίξει VF--FAI3S- οἴγω ἀνα
τοὺς RA--APM--- ὁ
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
ὁ RA--NSM--- ὁ
πατήρ N3--NSM--- πατήρ
σου RP--GS---- σύ

Tob 11:8
σὺ RP--NS---- σύ
οὖν X--------- οὖν
ἔγχρισον VA--AAD2S- χρίω ἐν
τὴν RA--ASF--- ὁ
χολὴν N1--ASF--- χολή
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
δηχθεὶς VQ--APPNSM δάκνω
διατρίψει VF--FAI3S- τρίβω δια
καὶ C--------- καί
ἀποβαλεῖ VF2-FAI3S- βάλλω ἀπο
τὰ RA--APN--- ὁ
λευκώματα N3M-APN--- λεύκωμα
καὶ C--------- καί
ὄψεταί VF--FMI3S- ὁράω
σε RP--AS---- σύ

Tob 11:9
καὶ C--------- καί
προσδραμοῦσα VB--AAPNSF τρέχω προς
Αννα N---NSM--- Αννα
ἐπέπεσεν VAI-AAI3S- πίπτω ἐπι
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
τράχηλον N2--ASM--- τράχηλος
τοῦ RA--GSM--- ὁ
υἱοῦ N2--GSM--- υἱός
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
αὐτῷ RD--DSM--- αὐτός
εἶδόν VBI-AAI1S- ὁράω
σε RP--AS---- σύ
παιδίον N2N-VSN--- παιδίον
ἀπὸ P--------- ἀπό
τοῦ RA--GSN--- ὁ
νῦν D--------- νῦν
ἀποθανοῦμαι VF2-FMI1S- θνήσκω ἀπο
καὶ C--------- καί
ἔκλαυσαν VAI-AAI3P- κλαίω
ἀμφότεροι A1A-NPM--- ἀμφότεροι

Tob 11:10
καὶ C--------- καί
Τωβιτ N---NSM--- Τωβιτ
ἐξήρχετο V1I-IMI3S- ἄρχω ἐκ
πρὸς P--------- πρός
τὴν RA--ASF--- ὁ
θύραν N1A-ASF--- θύρα
καὶ C--------- καί
προσέκοπτεν V1I-IAI3S- κόπτω προς
ὁ RA--NSM--- ὁ
δὲ X--------- δέ
υἱὸς N2--NSM--- υἱός
προσέδραμεν VBI-AAI3S- τρέχω προς
αὐτῷ RD--DSM--- αὐτός

Tob 11:11
καὶ C--------- καί
ἐπελάβετο VBI-AMI3S- λαμβάνω ἐπι
τοῦ RA--GSM--- ὁ
πατρὸς N3--GSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
προσέπασεν VAI-AAI3S- πάσσω προς
τὴν RA--ASF--- ὁ
χολὴν N1--ASF--- χολή
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
τοῦ RA--GSM--- ὁ
πατρὸς N3--GSM--- πατήρ
αὐτοῦ RD--GSM--- αὐτός
λέγων V1--PAPNSM λέγω
θάρσει V2--PAD2S- θαρσέω
πάτερ N3--VSM--- πατήρ

Tob 11:12
ὡς D--------- ὡς
δὲ X--------- δέ
συνεδήχθησαν VQI-API3P- δάκνω συν
διέτριψε VAI-AAI3S- τρίβω δια
τοὺς RA--APM--- ὁ
ὀφθαλμοὺς N2--APM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἐλεπίσθη VCI-API3S- λεπίζω
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
κανθῶν N2--GPM--- κανθός
τῶν RA--GPM--- ὁ
ὀφθαλμῶν N2--GPM--- ὀφθαλμός
αὐτοῦ RD--GSM--- αὐτός
τὰ RA--APN--- ὁ
λευκώματα N3M-APN--- λεύκωμα

Tob 11:13
καὶ C--------- καί
